Year, Week, Age Group,A (H1),A (Unable to Subtype),A (H3),A (H1N1)pdm09,A (Subtyping not Performed),B (Victoria Lineage),B (Yamagata Lineage),B (Lineage Unspecified),H3N2v
2022,26,25-64 yr,0,0,15,0,9,0,0,0,0
2022,27,25-64 yr,0,0,19,0,1,0,0,0,0
2022,28,25-64 yr,0,0,18,0,3,0,0,0,0
2022,29,25-64 yr,0,0,10,0,7,0,0,2,0
2022,30,25-64 yr,0,0,10,0,6,0,0,1,0
2022,31,25-64 yr,0,0,11,0,9,0,0,0,0
2022,32,25-64 yr,0,0,25,0,3,0,0,0,0
2022,33,25-64 yr,0,0,17,2,3,0,0,0,0
2022,34,25-64 yr,0,0,19,2,3,1,0,0,0
2022,35,25-64 yr,0,0,13,4,5,1,0,0,0
2022,36,25-64 yr,0,0,12,2,5,0,0,0,0
2022,37,25-64 yr,0,0,15,0,3,0,0,1,0
2022,38,25-64 yr,0,0,10,1,3,2,0,0,0
2022,39,25-64 yr,0,0,19,6,2,1,0,1,0
2021,40,65+ yr,0,0,0,0,1,0,0,0,0
2021,41,65+ yr,0,0,1,0,0,0,0,1,0
2021,42,65+ yr,0,0,1,0,0,0,0,0,0
2021,43,65+ yr,0,0,2,0,1,0,0,0,0
2021,44,65+ yr,0,0,0,0,2,0,0,0,0
2021,45,65+ yr,0,0,9,0,4,0,0,0,0
2021,46,65+ yr,0,0,17,0,10,0,0,0,0
2021,47,65+ yr,0,0,29,0,1,0,0,0,0
2021,48,65+ yr,0,0,64,0,9,0,0,0,0
2021,49,65+ yr,0,0,66,0,11,0,0,0,0
2021,50,65+ yr,0,0,91,0,19,0,0,0,0
2021,51,65+ yr,0,0,113,0,23,0,0,0,0
2021,52,65+ yr,0,0,180,0,57,0,0,2,0
2022,1,65+ yr,0,0,106,0,38,0,0,0,0
2022,2,65+ yr,0,0,47,0,22,0,0,1,0
2022,3,65+ yr,0,0,36,0,21,0,0,0,0
2022,4,65+ yr,0,0,31,0,13,0,0,0,0
2022,5,65+ yr,0,0,33,0,11,0,0,2,0
2022,6,65+ yr,0,0,28,0,10,0,0,1,0
2022,7,65+ yr,0,0,30,0,21,0,0,0,0
2022,8,65+ yr,0,0,49,0,18,0,0,1,0
2022,9,65+ yr,0,0,62,0,13,0,0,0,0
2022,10,65+ yr,0,0,74,0,11,0,0,0,0
2022,11,65+ yr,0,0,56,0,6,0,0,0,0
2022,12,65+ yr,0,0,82,0,17,0,0,0,0
2022,13,65+ yr,0,0,99,0,17,0,0,0,0
2022,14,65+ yr,0,0,72,0,9,0,0,0,0
2022,15,65+ yr,0,0,108,0,13,0,0,0,0
2022,16,65+ yr,0,0,102,0,9,0,0,0,0
2022,17,65+ yr,0,0,85,1,6,0,0,0,0
2022,18,65+ yr,0,0,88,0,11,0,0,0,0
2022,19,65+ yr,0,0,61,0,9,0,0,0,0
2022,20,65+ yr,0,0,52,2,11,0,0,1,0
2022,21,65+ yr,0,0,49,0,5,0,0,0,0
2022,22,65+ yr,0,0,47,0,7,0,0,0,0
2022,23,65+ yr,0,0,39,0,11,0,0,0,0
2022,24,65+ yr,0,0,21,0,4,0,0,0,0
2022,25,65+ yr,0,0,15,0,2,0,0,0,0
2022,26,65+ yr,0,0,4,0,3,0,0,0,0
2022,27,65+ yr,0,0,6,0,3,0,0,0,0
2022,28,65+ yr,0,0,11,0,1,0,0,0,0
2022,29,65+ yr,0,0,2,0,1,0,0,0,0
2022,30,65+ yr,0,0,2,0,3,0,0,1,0
2022,31,65+ yr,0,0,4,0,0,0,0,0,0
2022,32,65+ yr,0,0,6,0,0,0,0,0,0
2022,33,65+ yr,0,0,2,0,2,0,0,0,0
2022,34,65+ yr,0,0,0,0,0,0,0,0,0
2022,35,65+ yr,0,0,2,2,0,0,0,0,0
2022,36,65+ yr,0,0,1,0,3,0,0,0,0
2022,37,65+ yr,0,0,1,1,1,0,0,0,0
2022,38,65+ yr,0,0,5,2,1,0,0,0,0
2022,39,65+ yr,0,0,6,6,0,0,0,0,0
2020,40,0-4 yr,0,0,0,0,1,0,0,0,0
2020,41,0-4 yr,0,0,0,1,0,0,0,0,0
2020,42,0-4 yr,0,0,0,0,1,0,0,1,0
2020,43,0-4 yr,0,0,0,0,0,0,0,0,0
2020,44,0-4 yr,0,0,0,0,1,0,0,0,0
2020,45,0-4 yr,0,0,0,0,1,0,0,1,0
2020,46,0-4 yr,0,0,0,0,0,0,0,1,0
2020,47,0-4 yr,0,0,1,0,0,0,1,0,0
2020,48,0-4 yr,0,0,0,0,0,0,0,0,0
2020,49,0-4 yr,0,0,0,0,0,0,0,0,0
2020,50,0-4 yr,0,0,1,1,1,1,0,0,0
2020,51,0-4 yr,0,0,0,0,0,0,0,0,0
2020,52,0-4 yr,0,0,0,0,1,0,0,0,0
2020,53,0-4 yr,0,0,1,1,0,0,0,2,0
2021,1,0-4 yr,0,0,1,0,0,0,0,1,0
2021,2,0-4 yr,0,0,0,0,0,0,0,0,0
2021,3,0-4 yr,0,0,0,0,0,0,0,0,0
2021,4,0-4 yr,0,0,0,0,0,0,0,0,0
2021,5,0-4 yr,0,0,0,0,1,0,0,0,0
2021,6,0-4 yr,0,0,0,0,0,0,0,0,0
2021,7,0-4 yr,0,0,0,0,1,0,0,1,0
2021,8,0-4 yr,0,0,0,0,0,0,0,1,0
2021,9,0-4 yr,0,0,0,0,0,0,0,0,0
2021,10,0-4 yr,0,0,0,0,0,0,0,0,0
2021,11,0-4 yr,0,0,1,0,0,0,0,0,0
2021,12,0-4 yr,0,0,0,0,0,0,0,0,0
2021,13,0-4 yr,0,0,0,0,0,0,0,0,0
2021,14,0-4 yr,0,0,0,0,0,0,0,0,0
2021,15,0-4 yr,0,0,0,0,0,0,0,0,0
2021,16,0-4 yr,0,0,0,0,0,0,0,0,0
2021,17,0-4 yr,0,0,0,0,0,0,0,0,0
2021,18,0-4 yr,0,0,0,0,0,0,0,0,0
2021,19,0-4 yr,0,0,0,0,0,0,0,0,0
2021,20,0-4 yr,0,0,0,0,0,0,0,0,0
2021,21,0-4 yr,0,0,0,0,0,0,0,0,0
2021,22,0-4 yr,0,0,0,0,0,0,0,0,0
2021,23,0-4 yr,0,0,0,0,0,0,0,0,0
2021,24,0-4 yr,0,0,0,0,0,0,0,0,0
2021,25,0-4 yr,0,0,0,0,0,0,0,0,0
2021,26,0-4 yr,0,0,0,0,0,0,0,0,0
2021,27,0-4 yr,0,0,1,0,1,0,0,1,0
2021,28,0-4 yr,0,0,1,0,1,0,0,0,0
2021,29,0-4 yr,0,0,0,0,0,0,0,0,0
2021,30,0-4 yr,0,0,0,0,0,0,0,0,0
2021,31,0-4 yr,0,0,0,0,0,0,0,0,0
2021,32,0-4 yr,0,0,0,0,0,0,0,0,1
2021,33,0-4 yr,0,0,0,0,0,0,0,0,0
2021,34,0-4 yr,0,0,0,0,0,0,0,0,0
2021,35,0-4 yr,0,0,0,0,0,0,0,0,0
2021,36,0-4 yr,0,0,0,0,0,0,0,0,0
2021,37,0-4 yr,0,0,0,1,1,2,0,0,0
2021,38,0-4 yr,0,0,1,0,0,0,0,0,0
2021,39,0-4 yr,0,0,2,0,1,0,0,0,0
2020,40,5-24 yr,0,0,0,0,0,0,0,0,0
2020,41,5-24 yr,0,0,0,0,0,1,0,0,0
2020,42,5-24 yr,0,0,1,0,1,0,0,1,0
2020,43,5-24 yr,0,0,0,0,1,0,0,1,0
2020,44,5-24 yr,0,0,1,0,1,1,2,2,0
2020,45,5-24 yr,0,0,0,0,1,0,0,4,0
2020,46,5-24 yr,0,0,3,2,4,0,1,0,0
2020,47,5-24 yr,0,0,1,0,0,0,1,0,0
2020,48,5-24 yr,0,0,0,0,1,1,0,1,0
2020,49,5-24 yr,0,0,0,0,2,1,1,3,0
2020,50,5-24 yr,0,0,1,1,0,1,0,0,0
2020,51,5-24 yr,0,0,0,0,2,0,0,2,0
2020,52,5-24 yr,0,0,0,0,1,0,0,0,0
2020,53,5-24 yr,0,0,0,0,1,0,0,1,0
2021,1,5-24 yr,0,0,0,0,2,1,0,1,0
2021,2,5-24 yr,0,0,1,0,2,1,0,2,1
2021,3,5-24 yr,0,0,1,0,1,0,0,0,0
2021,4,5-24 yr,0,0,0,0,1,0,0,0,0
2021,5,5-24 yr,0,0,0,0,1,0,0,2,0
2021,6,5-24 yr,0,0,0,0,0,0,0,1,0
2021,7,5-24 yr,0,0,0,0,1,0,1,0,0
2021,8,5-24 yr,0,0,0,0,1,0,0,2,0
2021,9,5-24 yr,0,0,0,0,0,0,0,0,0
2021,10,5-24 yr,0,0,0,0,1,0,0,0,0
2021,11,5-24 yr,0,0,0,0,1,0,0,1,0
2021,12,5-24 yr,0,0,0,0,0,0,0,0,0
2021,13,5-24 yr,0,0,0,0,2,0,0,0,0
2021,14,5-24 yr,0,0,0,0,0,0,0,0,0
2021,15,5-24 yr,0,0,0,0,1,0,0,0,0
2021,16,5-24 yr,0,0,0,0,0,0,0,0,0
2021,17,5-24 yr,0,0,0,0,0,0,0,0,0
2021,18,5-24 yr,0,0,0,0,0,0,0,0,0
2021,19,5-24 yr,0,0,0,0,0,0,0,0,0
2021,20,5-24 yr,0,0,0,0,0,5,0,0,0
2021,21,5-24 yr,0,0,0,0,0,0,0,0,0
2021,22,5-24 yr,0,0,0,0,1,0,0,0,0
2021,23,5-24 yr,0,0,0,0,1,0,0,0,0
2021,24,5-24 yr,0,0,1,0,0,0,0,0,0
2021,25,5-24 yr,0,0,0,0,0,0,0,0,0
2021,26,5-24 yr,0,0,0,0,0,0,0,0,0
2021,27,5-24 yr,0,0,0,0,0,0,0,0,0
2021,28,5-24 yr,0,0,0,0,1,1,0,0,0
2021,29,5-24 yr,0,0,0,0,0,0,0,0,0
2021,30,5-24 yr,0,0,0,0,0,0,0,0,0
2021,31,5-24 yr,0,0,0,0,0,0,0,0,0
2021,32,5-24 yr,0,0,0,0,0,0,0,0,0
2021,33,5-24 yr,0,0,1,0,0,0,0,0,0
2021,34,5-24 yr,0,0,0,0,1,0,0,0,0
2021,35,5-24 yr,0,0,0,1,2,0,0,0,0
2021,36,5-24 yr,0,0,0,0,4,0,0,0,0
2021,37,5-24 yr,0,0,5,0,0,1,0,0,0
2021,38,5-24 yr,0,0,21,1,2,0,0,0,0
2021,39,5-24 yr,0,0,35,0,0,1,0,0,0
2020,40,25-64 yr,0,0,0,0,1,0,0,2,0
2020,41,25-64 yr,0,0,0,0,3,0,0,2,0
2020,42,25-64 yr,0,0,0,0,1,0,0,1,0
2020,43,25-64 yr,0,0,0,0,6,0,0,2,0
2020,44,25-64 yr,0,0,0,0,4,0,0,6,0
2020,45,25-64 yr,0,0,1,0,4,0,0,2,0
2020,46,25-64 yr,0,0,0,0,2,0,0,2,0
2020,47,25-64 yr,0,0,1,0,0,0,0,2,0
2020,48,25-64 yr,0,0,0,1,5,0,0,1,0
2020,49,25-64 yr,0,0,0,0,2,1,0,1,0
2020,50,25-64 yr,0,0,0,1,5,0,0,0,0
2020,51,25-64 yr,0,0,0,0,2,0,0,1,0
2020,52,25-64 yr,0,0,0,0,0,0,0,1,0
2020,53,25-64 yr,0,0,1,0,3,0,0,0,0
2021,1,25-64 yr,0,0,1,0,3,0,0,0,0
2021,2,25-64 yr,0,0,0,0,1,0,0,0,0
2021,3,25-64 yr,0,0,0,0,0,0,0,1,0
2021,4,25-64 yr,0,0,0,0,0,0,0,0,0
2021,5,25-64 yr,0,0,0,0,2,0,0,1,0
2021,6,25-64 yr,0,0,0,0,1,1,0,0,0
2021,7,25-64 yr,0,0,0,0,1,0,0,0,0
2021,8,25-64 yr,0,0,1,1,0,0,0,1,0
2021,9,25-64 yr,0,0,0,0,2,0,0,0,0
2021,10,25-64 yr,0,0,0,0,0,1,0,0,0
2021,11,25-64 yr,0,0,0,0,1,0,0,0,0
2021,12,25-64 yr,0,0,0,0,1,0,0,0,0
2021,13,25-64 yr,0,0,0,0,2,0,0,1,0
2021,14,25-64 yr,0,0,0,0,0,0,0,0,0
2021,15,25-64 yr,0,0,1,1,0,0,0,1,0
2021,16,25-64 yr,0,0,0,0,0,0,0,1,0
2021,17,25-64 yr,0,0,0,0,1,0,0,0,0
2021,18,25-64 yr,0,0,0,0,0,1,0,0,0
2021,19,25-64 yr,0,0,0,0,0,0,0,0,0
2021,20,25-64 yr,0,0,0,0,1,0,0,0,0
2021,21,25-64 yr,0,0,0,0,0,0,0,0,0
2021,22,25-64 yr,0,0,0,0,1,0,0,1,0
2021,23,25-64 yr,0,0,0,0,0,0,0,0,0
2021,24,25-64 yr,0,0,0,0,0,0,0,0,0
2021,25,25-64 yr,0,0,0,1,0,0,0,0,0
2021,26,25-64 yr,0,0,0,0,1,0,0,0,0
2021,27,25-64 yr,0,0,0,1,1,0,0,0,0
2021,28,25-64 yr,0,0,2,0,1,0,0,1,0
2021,29,25-64 yr,0,0,2,0,0,0,0,0,0
2021,30,25-64 yr,0,0,1,1,1,0,0,0,0
2021,31,25-64 yr,0,0,1,0,2,0,0,0,0
2021,32,25-64 yr,0,0,0,0,0,0,0,0,0
2021,33,25-64 yr,0,0,2,0,0,0,0,0,0
2021,34,25-64 yr,0,0,0,1,4,0,0,3,0
2021,35,25-64 yr,0,0,0,0,0,0,0,0,0
2021,36,25-64 yr,0,0,0,0,2,0,0,1,0
2021,37,25-64 yr,0,0,1,0,2,1,0,0,0
2021,38,25-64 yr,0,0,0,2,2,0,0,0,0
2021,39,25-64 yr,0,0,1,0,1,0,0,1,0
2020,40,65+ yr,0,0,0,0,1,0,0,0,0
2020,41,65+ yr,0,0,0,0,0,0,0,0,0
2020,42,65+ yr,0,0,0,0,0,0,0,2,0
2020,43,65+ yr,0,0,0,0,2,0,0,0,0
2020,44,65+ yr,0,0,0,0,1,0,0,4,0
2020,45,65+ yr,0,0,0,0,0,0,0,2,0
2020,46,65+ yr,0,0,0,0,0,0,0,1,0
2020,47,65+ yr,0,0,0,0,0,0,0,0,0
2020,48,65+ yr,0,0,0,1,0,0,0,0,0
2020,49,65+ yr,0,0,0,0,1,0,0,0,0
2020,50,65+ yr,0,0,0,0,1,0,0,0,0
2020,51,65+ yr,0,0,0,0,0,0,0,0,0
2020,52,65+ yr,0,0,0,0,0,0,0,1,0
2020,53,65+ yr,0,0,0,0,2,0,0,0,0
2021,1,65+ yr,0,0,0,0,0,0,0,0,0
2021,2,65+ yr,0,0,0,0,0,0,0,0,0
2021,3,65+ yr,0,0,0,0,0,0,0,0,0
2021,4,65+ yr,0,0,0,1,0,0,0,0,0
2021,5,65+ yr,0,0,0,0,0,0,0,0,0
2021,6,65+ yr,0,0,0,0,1,0,0,0,0
2021,7,65+ yr,0,0,0,0,0,0,0,0,0
2021,8,65+ yr,0,0,0,0,0,0,0,0,0
2021,9,65+ yr,0,0,0,0,0,0,0,0,0
2021,10,65+ yr,0,0,0,0,0,0,0,0,0
2021,11,65+ yr,0,0,0,0,1,0,0,0,0
2021,12,65+ yr,0,0,0,0,0,0,0,0,0
2021,13,65+ yr,0,0,0,0,0,0,0,0,0
2021,14,65+ yr,0,0,0,1,0,0,0,0,0
2021,15,65+ yr,0,0,0,0,1,0,0,1,0
2021,16,65+ yr,0,0,0,0,0,0,0,0,0
2021,17,65+ yr,0,0,0,0,0,0,0,0,0
2021,18,65+ yr,0,0,0,0,0,0,0,0,0
2021,19,65+ yr,0,0,0,0,0,0,0,0,0
2021,20,65+ yr,0,0,0,0,0,0,0,0,0
2021,21,65+ yr,0,0,0,0,0,0,0,0,0
2021,22,65+ yr,0,0,0,1,0,0,0,0,0
2021,23,65+ yr,0,0,0,0,0,0,0,0,0
2021,24,65+ yr,0,0,0,0,0,0,0,0,0
2021,25,65+ yr,0,0,0,0,0,0,0,0,0
2021,26,65+ yr,0,0,0,0,0,0,0,0,0
2021,27,65+ yr,0,0,0,0,0,0,0,0,0
2021,28,65+ yr,0,0,0,0,0,0,0,0,0
2021,29,65+ yr,0,0,0,0,0,0,0,0,0
2021,30,65+ yr,0,0,0,0,0,0,0,0,0
2021,31,65+ yr,0,0,1,0,1,0,0,0,0
2021,32,65+ yr,0,0,0,0,1,0,0,0,0
2021,33,65+ yr,0,0,0,0,1,0,0,1,0
2021,34,65+ yr,0,0,0,0,0,0,0,0,0
2021,35,65+ yr,0,0,0,0,0,0,0,0,0
2021,36,65+ yr,0,0,0,0,0,0,0,0,0
2021,37,65+ yr,0,0,0,0,0,0,0,0,0
2021,38,65+ yr,0,0,0,0,2,0,0,0,0
2021,39,65+ yr,0,0,0,0,0,0,0,0,0
2019,40,0-4 yr,0,0,4,3,4,6,0,1,0
2019,41,0-4 yr,0,0,2,5,3,16,0,0,0
2019,42,0-4 yr,0,0,14,4,7,15,0,4,0
2019,43,0-4 yr,0,0,4,4,11,12,0,3,0
2019,44,0-4 yr,0,0,7,6,17,12,1,0,0
2019,45,0-4 yr,0,0,6,5,48,21,1,3,0
2019,46,0-4 yr,0,0,13,18,40,40,0,4,0
2019,47,0-4 yr,0,0,6,40,53,44,1,16,0
2019,48,0-4 yr,0,0,12,51,24,85,1,20,0
2019,49,0-4 yr,0,0,12,67,34,112,0,19,0
2019,50,0-4 yr,0,0,9,77,11,87,0,35,0
2019,51,0-4 yr,0,0,6,101,7,138,1,32,0
2019,52,0-4 yr,0,0,9,131,2,200,4,44,0
2020,1,0-4 yr,0,0,8,126,5,197,4,24,0
2020,2,0-4 yr,0,0,7,126,6,142,1,25,0
2020,3,0-4 yr,0,0,5,161,8,153,1,27,0
2020,4,0-4 yr,0,0,6,179,5,153,1,21,0
2020,5,0-4 yr,0,0,5,210,13,117,0,21,0
2020,6,0-4 yr,0,0,4,192,11,79,0,21,0
2020,7,0-4 yr,0,0,4,163,13,82,0,18,0
2020,8,0-4 yr,0,0,5,153,8,48,0,13,0
2020,9,0-4 yr,0,0,3,148,6,47,0,12,0
2020,10,0-4 yr,0,0,5,134,2,31,0,20,0
2020,11,0-4 yr,0,0,5,91,4,15,0,5,0
2020,12,0-4 yr,0,0,2,26,0,4,0,8,0
2020,13,0-4 yr,0,0,2,7,0,2,0,5,0
2020,14,0-4 yr,0,0,0,6,0,1,0,1,0
2020,15,0-4 yr,0,0,0,12,0,0,0,0,0
2020,16,0-4 yr,0,0,0,6,0,0,0,2,0
2020,17,0-4 yr,0,0,0,4,0,0,0,1,0
2020,18,0-4 yr,0,0,0,5,0,0,0,1,0
2020,19,0-4 yr,0,0,1,3,0,0,0,0,0
2020,20,0-4 yr,0,0,0,6,0,0,0,0,0
2020,21,0-4 yr,0,0,0,0,0,0,0,0,0
2020,22,0-4 yr,0,0,0,1,0,0,0,0,0
2020,23,0-4 yr,0,0,0,0,0,0,0,1,0
2020,24,0-4 yr,0,0,0,0,0,0,0,0,0
2020,25,0-4 yr,0,0,0,0,0,0,0,0,0
2020,26,0-4 yr,0,0,0,0,1,0,0,0,0
2020,27,0-4 yr,0,0,0,0,0,0,0,0,0
2020,28,0-4 yr,0,0,0,0,0,0,0,0,0
2020,29,0-4 yr,0,0,0,0,0,0,0,0,0
2020,30,0-4 yr,0,0,0,0,1,0,0,0,0
2020,31,0-4 yr,0,0,0,0,0,0,0,0,0
2020,32,0-4 yr,0,0,0,0,0,0,0,0,0
2020,33,0-4 yr,0,0,0,0,0,0,0,0,0
2020,34,0-4 yr,0,0,0,0,0,0,0,0,0
2020,35,0-4 yr,0,0,0,0,0,0,0,0,0
2020,36,0-4 yr,0,0,0,0,0,0,0,0,0
2020,37,0-4 yr,0,0,0,0,0,0,0,0,0
2020,38,0-4 yr,0,0,0,0,0,0,0,0,0
2020,39,0-4 yr,0,0,0,0,0,0,0,0,0
2019,40,5-24 yr,0,0,10,7,17,39,1,1,0
2019,41,5-24 yr,0,0,12,6,13,39,0,3,0
2019,42,5-24 yr,0,0,15,11,12,37,1,6,0
2019,43,5-24 yr,0,0,13,13,24,55,1,9,0
2019,44,5-24 yr,0,0,13,12,38,70,2,21,0
2019,45,5-24 yr,0,0,23,20,95,121,3,48,0
2019,46,5-24 yr,0,0,4,30,75,175,1,46,0
2019,47,5-24 yr,0,0,20,42,75,245,2,81,0
2019,48,5-24 yr,0,0,21,81,35,253,3,50,0
2019,49,5-24 yr,0,0,16,98,30,272,4,83,0
2019,50,5-24 yr,0,0,16,162,21,445,7,148,0
2019,51,5-24 yr,0,0,14,242,21,568,5,168,0
2019,52,5-24 yr,0,0,11,206,5,637,7,120,0
2020,1,5-24 yr,0,0,10,145,11,353,4,63,0
2020,2,5-24 yr,0,0,13,232,14,375,2,86,0
2020,3,5-24 yr,0,0,21,325,16,513,3,121,0
2020,4,5-24 yr,0,0,26,371,8,573,2,141,0
2020,5,5-24 yr,0,0,27,526,5,532,2,191,0
2020,6,5-24 yr,0,0,38,449,9,414,1,181,0
2020,7,5-24 yr,0,0,24,445,16,352,4,157,0
2020,8,5-24 yr,0,0,25,318,17,275,2,87,0
2020,9,5-24 yr,0,0,14,316,8,214,0,71,0
2020,10,5-24 yr,0,0,19,264,9,160,0,56,0
2020,11,5-24 yr,0,0,17,195,5,79,0,40,0
2020,12,5-24 yr,0,0,9,49,1,35,0,17,0
2020,13,5-24 yr,0,0,1,10,0,5,0,10,0
2020,14,5-24 yr,0,0,0,8,0,2,0,3,0
2020,15,5-24 yr,0,0,0,7,1,0,0,1,0
2020,16,5-24 yr,0,0,0,5,0,0,0,0,0
2020,17,5-24 yr,0,0,0,6,0,0,0,1,0
2020,18,5-24 yr,0,0,0,10,0,0,0,0,0
2020,19,5-24 yr,0,0,0,9,0,0,0,1,0
2020,20,5-24 yr,0,0,0,5,0,0,0,0,0
2020,21,5-24 yr,0,0,0,0,0,0,0,0,0
2020,22,5-24 yr,0,0,0,0,0,0,0,0,0
2020,23,5-24 yr,0,0,0,0,0,0,0,0,0
2020,24,5-24 yr,0,0,0,0,0,0,0,0,0
2020,25,5-24 yr,0,0,0,0,0,0,0,0,0
2020,26,5-24 yr,0,0,0,0,1,0,0,0,0
2020,27,5-24 yr,0,0,0,0,0,0,0,0,1
2020,28,5-24 yr,0,0,0,0,0,0,0,0,0
2020,29,5-24 yr,0,0,0,0,0,0,0,0,0
2020,30,5-24 yr,0,0,0,0,0,0,0,0,0
2020,31,5-24 yr,0,0,0,0,0,0,0,0,0
2020,32,5-24 yr,0,0,0,0,0,0,0,0,0
2020,33,5-24 yr,0,0,0,0,0,0,0,0,0
2020,34,5-24 yr,0,0,0,0,0,0,0,0,0
2020,35,5-24 yr,0,0,0,0,0,0,0,0,0
2020,36,5-24 yr,0,0,0,0,1,0,0,1,0
2020,37,5-24 yr,0,0,0,0,0,0,0,0,0
2020,38,5-24 yr,0,0,0,0,0,0,0,0,0
2020,39,5-24 yr,0,0,0,0,0,0,0,0,0
2019,40,25-64 yr,0,0,15,10,0,11,0,2,0
2019,41,25-64 yr,0,0,12,11,4,11,2,1,0
2019,42,25-64 yr,0,0,20,16,5,16,2,2,0
2019,43,25-64 yr,0,0,23,25,11,22,2,3,0
2019,44,25-64 yr,0,0,16,22,25,20,0,7,0
2019,45,25-64 yr,0,0,11,52,51,39,1,10,0
2019,46,25-64 yr,0,0,11,54,25,56,2,15,0
2019,47,25-64 yr,0,0,23,92,36,85,2,33,0
2019,48,25-64 yr,0,0,20,137,25,110,3,38,0
2019,49,25-64 yr,0,0,22,191,18,164,4,62,0
2019,50,25-64 yr,0,0,23,236,6,181,4,54,0
2019,51,25-64 yr,0,0,13,365,13,248,5,56,0
2019,52,25-64 yr,0,0,19,465,11,339,5,68,0
2020,1,25-64 yr,0,0,36,523,15,432,7,65,0
2020,2,25-64 yr,0,0,26,527,8,380,7,84,0
2020,3,25-64 yr,0,0,13,576,18,319,4,64,0
2020,4,25-64 yr,0,0,15,750,15,263,1,66,0
2020,5,25-64 yr,0,0,23,953,20,230,1,60,0
2020,6,25-64 yr,0,0,22,985,15,186,1,43,0
2020,7,25-64 yr,0,0,12,856,31,170,3,65,0
2020,8,25-64 yr,0,0,13,751,46,138,3,49,0
2020,9,25-64 yr,0,0,15,711,17,108,3,39,0
2020,10,25-64 yr,0,0,10,696,30,94,0,50,0
2020,11,25-64 yr,0,0,17,527,19,67,1,35,0
2020,12,25-64 yr,0,0,7,245,7,19,1,19,0
2020,13,25-64 yr,0,0,3,37,2,9,1,15,0
2020,14,25-64 yr,0,0,1,12,0,2,0,3,0
2020,15,25-64 yr,0,0,0,6,0,0,0,3,0
2020,16,25-64 yr,0,0,0,7,0,2,0,1,0
2020,17,25-64 yr,0,0,0,12,0,0,0,2,0
2020,18,25-64 yr,0,0,0,4,1,0,0,1,0
2020,19,25-64 yr,0,0,0,12,0,0,0,1,0
2020,20,25-64 yr,0,0,0,13,0,0,0,1,0
2020,21,25-64 yr,0,0,0,0,1,0,0,0,0
2020,22,25-64 yr,0,0,0,1,1,0,0,1,0
2020,23,25-64 yr,0,0,0,0,0,0,0,0,0
2020,24,25-64 yr,0,0,0,0,1,0,0,2,0
2020,25,25-64 yr,0,0,0,0,0,0,0,0,0
2020,26,25-64 yr,0,0,0,0,1,0,0,0,0
2020,27,25-64 yr,0,0,0,0,0,0,0,0,0
2020,28,25-64 yr,0,0,0,0,1,0,0,1,0
2020,29,25-64 yr,0,0,0,0,0,0,0,0,0
2020,30,25-64 yr,0,0,0,0,0,0,0,0,0
2020,31,25-64 yr,0,0,0,0,0,0,0,0,0
2020,32,25-64 yr,0,0,0,0,0,0,0,0,0
2020,33,25-64 yr,0,0,0,0,0,0,0,1,0
2020,34,25-64 yr,0,0,0,0,0,0,0,0,0
2020,35,25-64 yr,0,0,0,0,0,0,0,0,0
2020,36,25-64 yr,0,0,0,0,1,0,0,0,0
2020,37,25-64 yr,0,0,1,0,0,0,0,0,0
2020,38,25-64 yr,0,0,0,0,1,0,0,0,0
2020,39,25-64 yr,0,0,0,0,1,0,0,0,0
2019,40,65+ yr,0,0,20,1,0,0,0,0,0
2019,41,65+ yr,0,0,27,8,2,3,0,0,0
2019,42,65+ yr,0,0,26,3,0,2,0,0,0
2019,43,65+ yr,0,0,22,3,2,3,1,0,0
2019,44,65+ yr,0,0,17,4,2,4,2,0,0
2019,45,65+ yr,0,0,15,9,10,7,3,0,0
2019,46,65+ yr,0,0,21,20,5,9,2,3,0
2019,47,65+ yr,0,0,20,25,8,11,2,5,0
2019,48,65+ yr,0,0,22,48,7,12,1,2,0
2019,49,65+ yr,0,0,24,59,3,22,4,6,0
2019,50,65+ yr,0,0,25,73,3,32,1,9,0
2019,51,65+ yr,0,0,14,95,8,34,4,4,0
2019,52,65+ yr,0,0,35,251,2,79,7,14,0
2020,1,65+ yr,0,0,29,270,6,137,7,23,0
2020,2,65+ yr,0,0,28,233,6,84,9,9,0
2020,3,65+ yr,0,0,20,247,7,69,3,5,0
2020,4,65+ yr,0,0,24,258,3,50,2,7,0
2020,5,65+ yr,0,0,23,394,7,71,2,1,0
2020,6,65+ yr,0,0,18,437,15,65,2,1,0
2020,7,65+ yr,0,0,17,419,8,53,3,9,0
2020,8,65+ yr,0,0,25,397,9,44,4,5,0
2020,9,65+ yr,0,0,21,404,7,45,4,7,0
2020,10,65+ yr,0,0,25,372,14,36,8,1,0
2020,11,65+ yr,0,0,23,259,14,13,2,2,0
2020,12,65+ yr,0,0,9,88,6,10,0,4,0
2020,13,65+ yr,0,0,1,23,3,2,0,1,0
2020,14,65+ yr,0,0,0,8,2,0,0,0,0
2020,15,65+ yr,0,0,0,3,0,0,0,0,0
2020,16,65+ yr,0,0,0,1,0,0,0,0,0
2020,17,65+ yr,0,0,0,3,0,0,0,0,0
2020,18,65+ yr,0,0,0,4,0,1,0,0,0
2020,19,65+ yr,0,0,0,2,0,0,0,0,0
2020,20,65+ yr,0,0,0,0,0,0,0,1,0
2020,21,65+ yr,0,0,0,0,0,0,0,0,0
