date,netherlands_rna,scotland_rna,swiss_sars_cov_2,swiss_influenza_a,swiss_influenza_b,swiss_rsv,uk_ari_calls__acute-respiratory-infection_syndromic_NHS111triagedcalls_averageRolling7Day,uk_ari_calls__acute-respiratory-infection_syndromic_NHS111triagedcalls_baselineCountsByDay,uk_ari_calls__acute-respiratory-infection_syndromic_NHS111triagedcalls_countsByDay,uk_ari_syndromic_calls__acute-respiratory-infection_syndromic_NHS111triagedcalls_averageRolling7Day,uk_ari_syndromic_calls__acute-respiratory-infection_syndromic_NHS111triagedcalls_baselineCountsByDay,uk_ari_syndromic_calls__acute-respiratory-infection_syndromic_NHS111triagedcalls_countsByDay,uk_influenza_like_ed__influenza-like_syndromic_emergencyDepartment_averageRolling7Day,uk_influenza_like_ed__influenza-like_syndromic_emergencyDepartment_baselineCountsByDay,uk_influenza_like_ed__influenza-like_syndromic_emergencyDepartment_countsByDay,uk_lrti_gp_hours__lower-respiratory-tract-infection_syndromic_GPInHours_averageRolling7Day,uk_lrti_gp_hours__lower-respiratory-tract-infection_syndromic_GPInHours_baselineRateByDay,uk_lrti_gp_hours__lower-respiratory-tract-infection_syndromic_GPInHours_rateByDay,uk_urti_gp_hours__upper-respiratory-tract-infection_syndromic_GPInHours_averageRolling7Day,uk_urti_gp_hours__upper-respiratory-tract-infection_syndromic_GPInHours_baselineRateByDay,uk_urti_gp_hours__upper-respiratory-tract-infection_syndromic_GPInHours_rateByDay,Temp,WeekOfYear,SinWeek,CosWeek
2020-05-28,,0.180372,,,,,,,,,,,,,,,,,,,,16.0,22,0.464723172043769,-0.8854560256532096
2020-05-29,,0.236477,,,,,,,,,,,,,,,,,,,,15.8,22,0.464723172043769,-0.8854560256532096
2020-06-01,,0.227071,,,,,,,,,,,,,,,,,,,,16.3,23,0.3546048870425358,-0.9350162426854148
2020-06-02,,0.228362,,,,,,,,,,,,,,,,,,,,16.2,23,0.3546048870425358,-0.9350162426854148
2020-06-03,,0.211854,,,,,,,,,,,,,,,,,,,,13.2,23,0.3546048870425358,-0.9350162426854148
2020-06-04,,0.202167,,,,,,,,,,,,,,,,,,,,11.1,23,0.3546048870425358,-0.9350162426854148
2020-06-06,,0.203107,,,,,,,,,,,,,,,,,,,,10.6,23,0.3546048870425358,-0.9350162426854148
2020-06-08,,0.1682,,,,,,,,,,,,,,,,,,,,11.9,24,0.2393156642875576,-0.970941817426052
2020-06-09,,0.064413,,,,,,,,,,,,,,,,,,,,12.1,24,0.2393156642875576,-0.970941817426052
2020-06-10,,0.173072,,,,,,,,,,,,,,,,,,,,12.5,24,0.2393156642875576,-0.970941817426052
2020-06-15,,0.229735,,,,,,,,,,,,,,,,,,,,17.3,25,0.120536680255323,-0.992708874098054
2020-06-16,,0.689019,,,,,,,,,,,,,,,,,,,,17.3,25,0.120536680255323,-0.992708874098054
2020-06-17,,0.102857,,,,,,,,,,,,,,,,,,,,16.4,25,0.120536680255323,-0.992708874098054
2020-06-19,,0.102857,,,,,,,,,,,,,,,,,,,,14.8,25,0.120536680255323,-0.992708874098054
2020-06-22,,0.205194,,,,,,,,,,,,,,,,,,,,14.8,26,-3.216245299353273e-16,-1.0
2020-06-23,,0.102597,,,,,,,,,,,,,,,,,,,,18.7,26,-3.216245299353273e-16,-1.0
2020-06-24,,0.069286,,,,,,,,,,,,,,,,,,,,21.6,26,-3.216245299353273e-16,-1.0
2020-06-28,,0.114891,,,,,,,,,,,,,,,,,,,,13.7,26,-3.216245299353273e-16,-1.0
2020-06-30,,0.01791,,,,,,,,,,,,,,,,,,,,14.7,27,-0.1205366802553228,-0.992708874098054
2020-07-01,,0.01791,,,,,,,,,,,,,,,,,,,,16.8,27,-0.1205366802553228,-0.992708874098054
2020-07-03,,0.01791,,,,,,,,,,,,,,,,,,,,14.0,27,-0.1205366802553228,-0.992708874098054
2020-07-06,,0.0,,,,,,,,,,,,,,,,,,,,14.7,28,-0.2393156642875574,-0.970941817426052
2020-07-07,,0.0,,,,,,,,,,,,,,,,,,,,12.8,28,-0.2393156642875574,-0.970941817426052
2020-07-08,,0.0,,,,,,,,,,,,,,,,,,,,15.1,28,-0.2393156642875574,-0.970941817426052
2020-07-10,,0.0,,,,,,,,,,,,,,,,,,,,13.7,28,-0.2393156642875574,-0.970941817426052
2020-08-07,,0.17218,,,,,,,,,,,,,,,,,,,,21.8,32,-0.663122658240795,-0.7485107481711013
2020-08-08,,0.139864,,,,,,,,,,,,,,,,,,,,21.7,32,-0.663122658240795,-0.7485107481711013
2020-08-09,,0.125523,,,,,,,,,,,,,,,,,,,,20.8,32,-0.663122658240795,-0.7485107481711013
2020-08-10,,2.661139,,,,,,,,,,,,,,,,,,,,22.3,33,-0.7485107481711011,-0.6631226582407952
2020-08-11,,2.204755,,,,,,,,,,,,,,,,,,,,24.2,33,-0.7485107481711011,-0.6631226582407952
2020-08-12,,2.965417,,,,,,,,,,,,,,,,,,,,25.2,33,-0.7485107481711011,-0.6631226582407952
2020-08-13,,2.807881,,,,,,,,,,,,,,,,,,,,19.9,33,-0.7485107481711011,-0.6631226582407952
2020-08-14,,2.88106,,,,,,,,,,,,,,,,,,,,18.5,33,-0.7485107481711011,-0.6631226582407952
2020-08-17,,1.271392,,,,,,,,,,,,,,,,,,,,18.4,34,-0.8229838658936564,-0.5680647467311559
2020-08-18,,1.072821,,,,,,,,,,,,,,,,,,,,18.5,34,-0.8229838658936564,-0.5680647467311559
2020-08-19,,1.077167,,,,,,,,,,,,,,,,,,,,17.3,34,-0.8229838658936564,-0.5680647467311559
2020-08-20,,1.181537,,,,,,,,,,,,,,,,,,,,18.2,34,-0.8229838658936564,-0.5680647467311559
2020-08-21,,1.088986,,,,,,,,,,,,,,,,,,,,18.0,34,-0.8229838658936564,-0.5680647467311559
2020-08-22,,1.056531,,,,,,,,,,,,,,,,,,,,16.8,34,-0.8229838658936564,-0.5680647467311559
2020-08-24,,1.008604,,,,,,,,,,,,,,,,,,,,15.6,35,-0.8854560256532096,-0.4647231720437691
2020-08-25,,1.981252,,,,,,,,,,,,,,,,,,,,17.2,35,-0.8854560256532096,-0.4647231720437691
2020-08-26,,2.402003,,,,,,,,,,,,,,,,,,,,17.1,35,-0.8854560256532096,-0.4647231720437691
2020-08-28,,2.406661,,,,,,,,,,,,,,,,,,,,14.0,35,-0.8854560256532096,-0.4647231720437691
2020-08-31,,2.650262,,,,,,,,,,,,,,,,,,,,12.2,36,-0.9350162426854148,-0.3546048870425359
2020-09-01,,2.393859,,,,,,,,,,,,,,,,,,,,12.9,36,-0.9350162426854148,-0.3546048870425359
2020-09-02,,2.158485,,,,,,,,,,,,,,,,,,,,13.1,36,-0.9350162426854148,-0.3546048870425359
2020-09-03,,2.162298,,,,,,,,,,,,,,,,,,,,16.7,36,-0.9350162426854148,-0.3546048870425359
2020-09-04,,2.449476,,,,,,,,,,,,,,,,,,,,14.1,36,-0.9350162426854148,-0.3546048870425359
2020-09-06,,2.450483,,,,,,,,,,,,,,,,,,,,13.5,36,-0.9350162426854148,-0.3546048870425359
2020-09-07,9882200955866.0,3.132421,,,,,,,,,,,,,,,,,,,,13.6,37,-0.970941817426052,-0.2393156642875577
2020-09-08,7900765625394.0,3.814697,,,,,,,,,,,,,,,,,,,,18.5,37,-0.970941817426052,-0.2393156642875577
2020-09-09,8337797468743.0,4.2289,,,,,,,,,,,,,,,,,,,,16.1,37,-0.970941817426052,-0.2393156642875577
2020-09-10,8042632746608.0,4.187965,,,,,,,,,,,,,,,,,,,,11.4,37,-0.970941817426052,-0.2393156642875577
2020-09-11,7836115514984.0,4.20215,,,,,,,,,,,,,,,,,,,,12.8,37,-0.970941817426052,-0.2393156642875577
2020-09-12,7740909568499.0,,,,,,,,,,,,,,,,,,,,,15.2,37,-0.970941817426052,-0.2393156642875577
2020-09-13,7787349726074.0,,,,,,,,,,,,,,,,,,,,,17.5,37,-0.970941817426052,-0.2393156642875577
2020-09-14,8544213676780.0,4.12424,,,,,,,,,,,,,,,,,,,,17.1,38,-0.992708874098054,-0.1205366802553235
2020-09-15,8462621431098.0,2.749697,,,,,,,,,,,,,,,,,,,,20.1,38,-0.992708874098054,-0.1205366802553235
2020-09-16,8831504106843.0,2.342255,,,,,,,,,,,,,,,,,,,,17.8,38,-0.992708874098054,-0.1205366802553235
2020-09-17,8987594378531.0,2.348905,,,,,,,,,,,,,,,,,,,,15.1,38,-0.992708874098054,-0.1205366802553235
2020-09-18,9126370267366.0,2.321873,,,,,,,,,,,,,,,,,,,,13.6,38,-0.992708874098054,-0.1205366802553235
2020-09-19,9207975045937.0,,,,,,,,,,,,,,,,,,,,,15.7,38,-0.992708874098054,-0.1205366802553235
2020-09-20,9946823033109.0,2.42042,,,,,,,,,,,,,,,,,,,,16.0,38,-0.992708874098054,-0.1205366802553235
2020-09-21,10290813027614.0,4.673122,,,,,,,,,,,,,,,,,,,,15.5,39,-1.0,-1.8369701987210294e-16
2020-09-22,12067444596138.0,6.003247,,,,,,,,,,,,,,,,,,,,15.4,39,-1.0,-1.8369701987210294e-16
2020-09-23,12123402683802.0,7.401666,,,,,,,,,,,,,,,,,,,,13.8,39,-1.0,-1.8369701987210294e-16
2020-09-24,12756566730903.0,7.550062,,,,,,,,,,,,,,,,,,,,10.0,39,-1.0,-1.8369701987210294e-16
2020-09-25,12873791092883.0,7.649881,,,,,,,,,,,,,,,,,,,,9.9,39,-1.0,-1.8369701987210294e-16
2020-09-26,14951719944351.0,,,,,,,,,,,,,,,,,,,,,8.0,39,-1.0,-1.8369701987210294e-16
2020-09-27,20525932281580.0,,,,,,,,,,,,,,,,,,,,,9.8,39,-1.0,-1.8369701987210294e-16
2020-09-28,29811073340712.0,8.190847,,,,,,,,,,,,,,,,,,,,9.5,40,-0.992708874098054,0.1205366802553232
2020-09-29,33243835761095.0,11.443974,,,,,,,,,,,,,,,,,,,,12.5,40,-0.992708874098054,0.1205366802553232
2020-09-30,34987632095006.0,12.205908,,,,,,,,,,,,,,,,,,,,11.6,40,-0.992708874098054,0.1205366802553232
2020-10-01,35300740045152.0,13.107624,,,,,,,,,,,,,,,,,,,,11.3,40,-0.992708874098054,0.1205366802553232
2020-10-02,37218517726533.0,14.190753,,,,,,,,,,,,,,,,,,,,10.2,40,-0.992708874098054,0.1205366802553232
2020-10-03,33207314878915.0,,,,,,,,,,,,,,,,,,,,,11.6,40,-0.992708874098054,0.1205366802553232
2020-10-04,35184819942659.0,,,,,,,,,,,,,,,,,,,,,10.9,40,-0.992708874098054,0.1205366802553232
2020-10-05,34822659590794.0,15.313477,,,,,,,,,,,,,,,,,,,,11.7,41,-0.970941817426052,0.2393156642875573
2020-10-06,34810056271707.0,23.409211,,,,,,,,,,,,,,,,,,,,12.4,41,-0.970941817426052,0.2393156642875573
2020-10-07,41127222975206.0,23.954205,,,,,,,,,,,,,,,,,,,,11.8,41,-0.970941817426052,0.2393156642875573
2020-10-08,40577146525952.0,,,,,,,,,,,,,,,,,,,,,12.6,41,-0.970941817426052,0.2393156642875573
2020-10-09,49056258878230.0,23.923837,,,,,,,,,,,,,,,,,,,,8.9,41,-0.970941817426052,0.2393156642875573
2020-10-10,49080910618714.0,,,,,,,,,,,,,,,,,,,,,9.4,41,-0.970941817426052,0.2393156642875573
2020-10-11,54300855655070.0,,,,,,,,,,,,,,,,,,,,,9.7,41,-0.970941817426052,0.2393156642875573
2020-10-12,63061896830127.0,24.927315,,,,,,,,,,,,,,,,,,,,8.8,42,-0.9350162426854148,0.3546048870425355
2020-10-13,62647338224478.0,18.215602,,,,,,,,,,,,,,,,,,,,8.3,42,-0.9350162426854148,0.3546048870425355
2020-10-14,60795528451406.0,18.962626,,,,,,,,,,,,,,,,,,,,10.7,42,-0.9350162426854148,0.3546048870425355
2020-10-15,60348756548320.0,19.229876,,,,,,,,,,,,,,,,,,,,8.5,42,-0.9350162426854148,0.3546048870425355
2020-10-16,61635772930626.0,20.820081,,,,,,,,,,,,,,,,,,,,9.2,42,-0.9350162426854148,0.3546048870425355
2020-10-17,60716607500335.0,,,,,,,,,,,,,,,,,,,,,9.2,42,-0.9350162426854148,0.3546048870425355
2020-10-18,53751491683859.0,,,,,,,,,,,,,,,,,,,,,9.0,42,-0.9350162426854148,0.3546048870425355
2020-10-19,45071931141349.0,20.099765,,,,,,,,,,,,,,,,,,,,10.7,43,-0.8854560256532101,0.464723172043768
2020-10-20,45754055124034.0,27.074884,,,,,,,,,,,,,,,,,,,,13.6,43,-0.8854560256532101,0.464723172043768
2020-10-21,51564914516948.0,26.744251,,,,,,,,,,,,,,,,,,,,14.1,43,-0.8854560256532101,0.464723172043768
2020-10-22,51519639678647.0,26.610666,,,,,,,,,,,,,,,,,,,,11.3,43,-0.8854560256532101,0.464723172043768
2020-10-23,52551314533054.0,26.002445,,,,,,,,,,,,,,,,,,,,10.4,43,-0.8854560256532101,0.464723172043768
2020-10-24,52885759017092.0,,,,,,,,,,,,,,,,,,,,,9.7,43,-0.8854560256532101,0.464723172043768
2020-10-25,55958717478247.0,,,,,,,,,,,,,,,,,,,,,9.4,43,-0.8854560256532101,0.464723172043768
2020-10-26,61919730107684.0,27.618089,,,,,,,,,,,,,,,,,,,,9.2,44,-0.822983865893657,0.5680647467311548
2020-10-27,61108706361326.0,22.031101,,,,,,,,,,,,,,,,,,,,8.9,44,-0.822983865893657,0.5680647467311548
2020-10-28,60652649168684.0,19.819425,,,,,,,,,,,,,,,,,,,,8.7,44,-0.822983865893657,0.5680647467311548
2020-10-29,60709113888854.0,20.276023,,,,,,,,,,,,,,,,,,,,9.9,44,-0.822983865893657,0.5680647467311548
2020-10-30,60775465118530.0,21.237945,,,,,,,,,,,,,,,,,,,,12.2,44,-0.822983865893657,0.5680647467311548
2020-10-31,59302695125097.0,21.738219,,,,,,,,,,,,,,,,,,,,12.4,44,-0.822983865893657,0.5680647467311548
2020-11-01,61638955263192.0,,,,,,,,,,,,,,,,,,,,,12.8,44,-0.822983865893657,0.5680647467311548
2020-11-02,53516452470757.0,20.589549,,,,,,,,,,,,,,,,,,,,12.0,45,-0.7485107481711011,0.6631226582407953
2020-11-03,50565865050314.0,24.133809,,,,,,,,,,,,,,,,,,,,7.0,45,-0.7485107481711011,0.6631226582407953
2020-11-04,45553940961905.0,25.255705,,,,,,,,,,,,,,,,,,,,5.4,45,-0.7485107481711011,0.6631226582407953
2020-11-05,43243517916194.0,,,,,,,,,,,,,,,,,,,,,6.8,45,-0.7485107481711011,0.6631226582407953
2020-11-06,43299762962335.0,22.965222,,,,,,,,,,,,,,,,,,,,6.9,45,-0.7485107481711011,0.6631226582407953
2020-11-07,41263740395093.0,,,,,,,,,,,,,,,,,,,,,7.6,45,-0.7485107481711011,0.6631226582407953
2020-11-08,44618813926683.0,,,,,,,,,,,,,,,,,,,,,9.0,45,-0.7485107481711011,0.6631226582407953
2020-11-09,48267875262088.0,19.757612,,,,,,,,,,,,,,,,,,,,12.1,46,-0.6631226582407956,0.7485107481711007
2020-11-10,48215138091296.0,20.393068,,,,,,,,,,,,,,,,,,,,12.3,46,-0.6631226582407956,0.7485107481711007
2020-11-11,44826383475685.0,18.700905,,,,,,,,,,,,,,,,,,,,10.5,46,-0.6631226582407956,0.7485107481711007
2020-11-12,44000778861130.0,19.907336,,,,,,,,,,,,,,,,,,,,9.9,46,-0.6631226582407956,0.7485107481711007
2020-11-13,45442569635249.0,22.564048,,,,,,,,,,,,,,,,,,,,10.1,46,-0.6631226582407956,0.7485107481711007
2020-11-14,45410908887502.0,,,,,,,,,,,,,,,,,,,,,11.0,46,-0.6631226582407956,0.7485107481711007
2020-11-15,48142876126574.0,,,,,,,,,,,,,,,,,,,,,10.6,46,-0.6631226582407956,0.7485107481711007
2020-11-16,49274039112261.0,18.556834,,,,,,,,,,,,,,,,,,,,9.4,47,-0.5680647467311559,0.8229838658936564
2020-11-17,50299827148320.0,21.317144,,,,,,,,,,,,,,,,,,,,11.6,47,-0.5680647467311559,0.8229838658936564
2020-11-18,45146154025730.0,20.341875,,,,,,,,,,,,,,,,,,,,12.7,47,-0.5680647467311559,0.8229838658936564
2020-11-19,44384163185197.0,16.772183,,,,,,,,,,,,,,,,,,,,7.6,47,-0.5680647467311559,0.8229838658936564
2020-11-20,41485199462073.0,16.622843,,,,,,,,,,,,,,,,,,,,6.1,47,-0.5680647467311559,0.8229838658936564
2020-11-21,34281729777465.0,,,,,,,,,,,,,,,,,,,,,8.4,47,-0.5680647467311559,0.8229838658936564
2020-11-22,27288508462322.0,,,,,,,,,,,,,,,,,,,,,7.6,47,-0.5680647467311559,0.8229838658936564
2020-11-23,22777630363166.0,20.104578,,,,,,,,,,,,,,,,,,,,6.0,48,-0.4647231720437684,0.88545602565321
2020-11-24,26946992469920.0,18.445176,,,,,,,,,,,,,,,,,,,,7.0,48,-0.4647231720437684,0.88545602565321
2020-11-25,25010843806695.0,20.264137,,,,,,,,,,,,,,,,,,,,8.7,48,-0.4647231720437684,0.88545602565321
2020-11-26,22222223441685.0,21.189147,,,,,,,,,,,,,,,,,,,,3.3,48,-0.4647231720437684,0.88545602565321
2020-11-27,21685990379874.0,21.164115,,,,,,,,,,,,,,,,,,,,3.0,48,-0.4647231720437684,0.88545602565321
2020-11-28,21689407371305.0,,,,,,,,,,,,,,,,,,,,,4.4,48,-0.4647231720437684,0.88545602565321
2020-11-29,23916770604762.0,,,,,,,,,,,,,,,,,,,,,6.7,48,-0.4647231720437684,0.88545602565321
2020-11-30,29528546099230.0,26.727033,,,,,,,,,,,,,,,,,,,,7.9,49,-0.3546048870425359,0.9350162426854148
2020-12-01,30346117885120.0,28.728809,,,,,,,,,,,,,,,,,,,,4.3,49,-0.3546048870425359,0.9350162426854148
2020-12-02,27422465337915.0,29.868953,,,,,,,,,,,,,,,,,,,,4.7,49,-0.3546048870425359,0.9350162426854148
2020-12-03,26062052955597.0,30.570277,,,,,,,,,,,,,,,,,,,,4.0,49,-0.3546048870425359,0.9350162426854148
2020-12-04,25738041067268.0,29.632065,,,,,,,,,,,,,,,,,,,,3.8,49,-0.3546048870425359,0.9350162426854148
2020-12-05,23215803188720.0,,,,,,,,,,,,,,,,,,,,,4.7,49,-0.3546048870425359,0.9350162426854148
2020-12-06,20741809130759.0,27.624573,,,,,,,,,,,,,,,,,,,,2.2,49,-0.3546048870425359,0.9350162426854148
2020-12-07,19180137189896.0,24.274563,,,,,,,,,,,,,,,,,,,,1.8,50,-0.2393156642875578,0.970941817426052
2020-12-08,22102755006700.0,22.521755,,,,,,,,,,,,,,,,,,,,2.4,50,-0.2393156642875578,0.970941817426052
2020-12-09,25269936079793.0,21.958167,,,,,,,,,,,,,,,,,,,,4.0,50,-0.2393156642875578,0.970941817426052
2020-12-10,31703807382645.0,18.957365,,,,,,,,,,,,,,,,,,,,6.3,50,-0.2393156642875578,0.970941817426052
2020-12-11,32072037382122.0,18.173307,,,,,,,,,,,,,,,,,,,,7.9,50,-0.2393156642875578,0.970941817426052
2020-12-12,32535515303096.0,,,,,,,,,,,,,,,,,,,,,7.2,50,-0.2393156642875578,0.970941817426052
2020-12-13,35879560944181.0,,,,,,,,,,,,,,,,,,,,,6.4,50,-0.2393156642875578,0.970941817426052
2020-12-14,35542633699849.0,19.856049,,,,,,,,,,,,,,,,,,,,7.8,51,-0.1205366802553236,0.992708874098054
2020-12-15,42942132800462.0,20.20503,,,,,,,,,,,,,,,,,,,,8.0,51,-0.1205366802553236,0.992708874098054
2020-12-16,42591768033708.0,19.23763,,,,,,,,,,,,,,,,,,,,7.9,51,-0.1205366802553236,0.992708874098054
2020-12-17,37434457052557.0,21.504377,,,,,,,,,,,,,,,,,,,,8.3,51,-0.1205366802553236,0.992708874098054
2020-12-18,33280562742154.0,21.131211,,,,,,,,,,,,,,,,,,,,9.2,51,-0.1205366802553236,0.992708874098054
2020-12-19,33142937982390.0,,,,,,,,,,,,,,,,,,,,,9.8,51,-0.1205366802553236,0.992708874098054
2020-12-20,31101348404898.0,,,,,,,,,,,,,,,,,,,,,7.1,51,-0.1205366802553236,0.992708874098054
2020-12-21,28502138156233.0,22.433708,,,,,,,,,,,,,,,,,,,,7.6,52,6.432490598706546e-16,1.0
2020-12-22,32372863209319.0,,,,,,,,,,,,,,,,,,,,,7.0,52,6.432490598706546e-16,1.0
2020-12-23,41126056186339.0,,,,,,,,,,,,,,,,,,,,,7.0,52,6.432490598706546e-16,1.0
2020-12-24,39965298816298.0,,,,,,,,,,,,,,,,,,,,,3.0,52,6.432490598706546e-16,1.0
2020-12-25,39676627478516.0,,,,,,,,,,,,,,,,,,,,,1.8,52,6.432490598706546e-16,1.0
2020-12-26,39022164492982.0,,,,,,,,,,,,,,,,,,,,,3.9,52,6.432490598706546e-16,1.0
2020-12-27,36171569389471.0,,,,,,,,,,,,,,,,,,,,,4.6,52,6.432490598706546e-16,1.0
2020-12-28,28676994901098.0,,,,,,,,,,,,,,,,,,,,,1.0,53,0.1205366802553231,0.992708874098054
2020-12-29,31458544840336.0,66.178849,,,,,,,,,,,,,,,,,,,,1.0,53,0.1205366802553231,0.992708874098054
2020-12-30,30076275373215.0,65.655435,,,,,,,,,,,,,,,,,,,,1.0,53,0.1205366802553231,0.992708874098054
2020-12-31,29229388452921.0,68.230282,,,,,,,,,,,,,,,,,,,,-1.2,53,0.1205366802553231,0.992708874098054
2021-01-01,28187296793872.0,,,,,,,,,,,,,,,,,,,,,0.0,53,0.1205366802553231,0.992708874098054
2021-01-02,25712141408777.0,,,,,,,,,,,,,,,,,,,,,0.6,53,0.1205366802553231,0.992708874098054
2021-01-03,26235081305396.0,,,,,,,,,,,,,,,,,,,,,1.7,53,0.1205366802553231,0.992708874098054
2021-01-04,29055740523963.0,70.327061,,,,,,,,,,,,,,,,,,,,2.6,1,0.120536680255323,0.992708874098054
2021-01-05,27773878916303.0,57.432219,,,,,,,,,,,,,,,,,,,,2.6,1,0.120536680255323,0.992708874098054
2021-01-06,27347411938256.0,57.437124,,,,,,,,,,,,,,,,,,,,2.1,1,0.120536680255323,0.992708874098054
2021-01-07,39766413618565.0,59.27641,,,,,,,,,,,,,,,,,,,,-1.0,1,0.120536680255323,0.992708874098054
2021-01-08,38310720168954.0,60.095816,,,,,,,,,,,,,,,,,,,,-0.7,1,0.120536680255323,0.992708874098054
2021-01-09,38445634833840.0,,,,,,,,,,,,,,,,,,,,,1.3,1,0.120536680255323,0.992708874098054
2021-01-10,30898799984687.0,,,,,,,,,,,,,,,,,,,,,1.7,1,0.120536680255323,0.992708874098054
2021-01-11,32987433996322.0,52.856153,,,,,,,,,,,,,,,,,,,,4.8,2,0.2393156642875577,0.970941817426052
2021-01-12,35931150386878.0,59.378006,,,,,,,,,,,,,,,,,,,,5.1,2,0.2393156642875577,0.970941817426052
2021-01-13,34603779876821.0,68.987734,,,,,,,,,,,,,,,,,,,,3.8,2,0.2393156642875577,0.970941817426052
2021-01-14,31973338069788.0,68.058108,,,,,,,,,,,,,,,,,,,,4.3,2,0.2393156642875577,0.970941817426052
2021-01-15,32561282914315.0,66.043442,,,,,,,,,,,,,,,,,,,,2.0,2,0.2393156642875577,0.970941817426052
2021-01-16,31907371760686.0,,,,,,,,,,,,,,,,,,,,,3.3,2,0.2393156642875577,0.970941817426052
2021-01-17,34679911308779.0,65.832045,,,,,,,,,,,,,,,,,,,,5.0,2,0.2393156642875577,0.970941817426052
2021-01-18,35913899117245.0,60.838785,,,,,,,,,,,,,,,,,,,,6.3,3,0.3546048870425356,0.9350162426854148
2021-01-19,41775129439200.0,54.60233,,,,,,,,,,,,,,,,,,,,7.4,3,0.3546048870425356,0.9350162426854148
2021-01-20,43947913114844.0,40.602012,,,,,,,,,,,,,,,,,,,,9.5,3,0.3546048870425356,0.9350162426854148
2021-01-21,40420796663946.0,37.139107,,,,,,,,,,,,,,,,,,,,4.7,3,0.3546048870425356,0.9350162426854148
2021-01-22,36867980012420.0,36.052698,,,,,,,,,,,,,,,,,,,,3.8,3,0.3546048870425356,0.9350162426854148
2021-01-23,35436735102956.0,36.172424,,,,,,,,,,,,,,,,,,,,1.4,3,0.3546048870425356,0.9350162426854148
2021-01-24,34803178528014.0,,,,,,,,,,,,,,,,,,,,,-0.5,3,0.3546048870425356,0.9350162426854148
2021-01-25,31462377467616.0,31.713845,,,,,,,,,,,,,,,,,,,,0.3,4,0.4647231720437685,0.8854560256532099
2021-01-26,29509981762804.0,30.159035,,,,,,,,,,,,,,,,,,,,3.0,4,0.4647231720437685,0.8854560256532099
2021-01-27,31203617649949.0,33.954222,,,,,,,,,,,,,,,,,,,,5.5,4,0.4647231720437685,0.8854560256532099
2021-01-28,33054275486084.0,,,,,,,,,,,,,,,,,,,,,8.9,4,0.4647231720437685,0.8854560256532099
2021-01-29,34575543610849.0,34.277173,,,,,,,,,,,,,,,,,,,,8.0,4,0.4647231720437685,0.8854560256532099
2021-01-30,31645512706045.0,,,,,,,,,,,,,,,,,,,,,3.0,4,0.4647231720437685,0.8854560256532099
2021-01-31,29030481628646.0,,,,,,,,,,,,,,,,,,,,,0.9,4,0.4647231720437685,0.8854560256532099
2021-02-01,23275113981245.0,37.315083,,,,,,,,,,,,,,,,,,,,3.8,5,0.5680647467311558,0.8229838658936564
2021-02-02,24976319552736.0,35.255282,,,,,,,,,,,,,,,,,,,,5.7,5,0.5680647467311558,0.8229838658936564
2021-02-03,28213109291337.0,40.488235,,,,,,,,,,,,,,,,,,,,6.4,5,0.5680647467311558,0.8229838658936564
2021-02-04,24814818874274.0,39.728341,,,,,,,,,,,,,,,,,,,,5.1,5,0.5680647467311558,0.8229838658936564
2021-02-05,25198708366345.0,36.986978,,,,,,,,,,,,,,,,,,,,7.1,5,0.5680647467311558,0.8229838658936564
2021-02-06,24740653046821.0,36.989789,,,,,,,,,,,,,,,,,,,,3.7,5,0.5680647467311558,0.8229838658936564
2021-02-07,21892276436496.0,,,,,,,,,,,,,,,,,,,,,1.2,5,0.5680647467311558,0.8229838658936564
2021-02-08,18882684557586.0,36.47036,,,,,,,,,,,,,,,,,,,,-0.1,6,0.6631226582407952,0.7485107481711011
2021-02-09,18077780486153.0,33.216619,,,,,,,,,,,,,,,,,,,,-0.3,6,0.6631226582407952,0.7485107481711011
2021-02-10,19285085828294.0,27.113346,,,,,,,,,,,,,,,,,,,,-0.1,6,0.6631226582407952,0.7485107481711011
2021-02-11,22238050168893.0,26.588989,,,,,,,,,,,,,,,,,,,,-1.9,6,0.6631226582407952,0.7485107481711011
2021-02-12,22379303259642.0,27.97736,,,,,,,,,,,,,,,,,,,,-0.3,6,0.6631226582407952,0.7485107481711011
2021-02-13,22924986210433.0,,,,,,,,,,,,,,,,,,,,,-0.6,6,0.6631226582407952,0.7485107481711011
2021-02-14,23374654706347.0,,,,,,,,,,,,,,,,,,,,,2.4,6,0.6631226582407952,0.7485107481711011
2021-02-15,32184994762217.0,28.41652,,,,,,,,,,,,,,,,,,,,7.2,7,0.7485107481711011,0.6631226582407953
2021-02-16,34934841551013.0,31.634242,,,,,,,,,,,,,,,,,,,,9.2,7,0.7485107481711011,0.6631226582407953
2021-02-17,34843917103676.0,31.930406,,,,,,,,,,,,,,,,,,,,8.6,7,0.7485107481711011,0.6631226582407953
2021-02-18,30678425643524.0,34.315222,,,,,,,,,,,,,,,,,,,,8.4,7,0.7485107481711011,0.6631226582407953
2021-02-19,30918314661733.0,32.210407,,,,,,,,,,,,,,,,,,,,7.6,7,0.7485107481711011,0.6631226582407953
2021-02-20,33639577377093.0,,,,,,,,,,,,,,,,,,,,,10.5,7,0.7485107481711011,0.6631226582407953
2021-02-21,36107187116623.0,32.092005,,,,,,,,,,,,,,,,,,,,10.5,7,0.7485107481711011,0.6631226582407953
