Date,Temp,WeekOfYear,SinWeek,CosWeek
2020-09-19,15.7,38,-0.992708874098054,-0.12053668025532357
2020-09-20,16.0,38,-0.992708874098054,-0.12053668025532357
2020-09-21,15.5,39,-1.0,-1.8369701987210297e-16
2020-09-22,15.4,39,-1.0,-1.8369701987210297e-16
2020-09-23,13.8,39,-1.0,-1.8369701987210297e-16
2020-09-24,10.0,39,-1.0,-1.8369701987210297e-16
2020-09-25,9.9,39,-1.0,-1.8369701987210297e-16
2020-09-26,8.0,39,-1.0,-1.8369701987210297e-16
2020-09-27,9.8,39,-1.0,-1.8369701987210297e-16
2020-09-28,9.5,40,-0.992708874098054,0.1205366802553232
2020-09-29,12.5,40,-0.992708874098054,0.1205366802553232
2020-09-30,11.6,40,-0.992708874098054,0.1205366802553232
2020-10-01,11.3,40,-0.992708874098054,0.1205366802553232
2020-10-02,10.2,40,-0.992708874098054,0.1205366802553232
2020-10-03,11.6,40,-0.992708874098054,0.1205366802553232
2020-10-04,10.9,40,-0.992708874098054,0.1205366802553232
2020-10-05,11.7,41,-0.9709418174260521,0.23931566428755738
2020-10-06,12.4,41,-0.9709418174260521,0.23931566428755738
2020-10-07,11.8,41,-0.9709418174260521,0.23931566428755738
2020-10-08,12.6,41,-0.9709418174260521,0.23931566428755738
2020-10-09,8.9,41,-0.9709418174260521,0.23931566428755738
2020-10-10,9.4,41,-0.9709418174260521,0.23931566428755738
2020-10-11,9.7,41,-0.9709418174260521,0.23931566428755738
2020-10-12,8.8,42,-0.9350162426854148,0.35460488704253557
2020-10-13,8.3,42,-0.9350162426854148,0.35460488704253557
2020-10-14,10.7,42,-0.9350162426854148,0.35460488704253557
2020-10-15,8.5,42,-0.9350162426854148,0.35460488704253557
2020-10-16,9.2,42,-0.9350162426854148,0.35460488704253557
2020-10-17,9.2,42,-0.9350162426854148,0.35460488704253557
2020-10-18,9.0,42,-0.9350162426854148,0.35460488704253557
2020-10-19,10.7,43,-0.8854560256532101,0.464723172043768
2020-10-20,13.6,43,-0.8854560256532101,0.464723172043768
2020-10-21,14.1,43,-0.8854560256532101,0.464723172043768
2020-10-22,11.3,43,-0.8854560256532101,0.464723172043768
2020-10-23,10.4,43,-0.8854560256532101,0.464723172043768
2020-10-24,9.7,43,-0.8854560256532101,0.464723172043768
2020-10-25,9.4,43,-0.8854560256532101,0.464723172043768
2020-10-26,9.2,44,-0.822983865893657,0.5680647467311548
2020-10-27,8.9,44,-0.822983865893657,0.5680647467311548
2020-10-28,8.7,44,-0.822983865893657,0.5680647467311548
2020-10-29,9.9,44,-0.822983865893657,0.5680647467311548
2020-10-30,12.2,44,-0.822983865893657,0.5680647467311548
2020-10-31,12.4,44,-0.822983865893657,0.5680647467311548
2020-11-01,12.8,44,-0.822983865893657,0.5680647467311548
2020-11-02,12.0,45,-0.7485107481711011,0.6631226582407953
2020-11-03,7.0,45,-0.7485107481711011,0.6631226582407953
2020-11-04,5.4,45,-0.7485107481711011,0.6631226582407953
2020-11-05,6.8,45,-0.7485107481711011,0.6631226582407953
2020-11-06,6.9,45,-0.7485107481711011,0.6631226582407953
2020-11-07,7.6,45,-0.7485107481711011,0.6631226582407953
2020-11-08,9.0,45,-0.7485107481711011,0.6631226582407953
2020-11-09,12.1,46,-0.6631226582407956,0.7485107481711007
2020-11-10,12.3,46,-0.6631226582407956,0.7485107481711007
2020-11-11,10.5,46,-0.6631226582407956,0.7485107481711007
2020-11-12,9.9,46,-0.6631226582407956,0.7485107481711007
2020-11-13,10.1,46,-0.6631226582407956,0.7485107481711007
2020-11-14,11.0,46,-0.6631226582407956,0.7485107481711007
2020-11-15,10.6,46,-0.6631226582407956,0.7485107481711007
2020-11-16,9.4,47,-0.5680647467311559,0.8229838658936564
2020-11-17,11.6,47,-0.5680647467311559,0.8229838658936564
2020-11-18,12.7,47,-0.5680647467311559,0.8229838658936564
2020-11-19,7.6,47,-0.5680647467311559,0.8229838658936564
2020-11-20,6.1,47,-0.5680647467311559,0.8229838658936564
2020-11-21,8.4,47,-0.5680647467311559,0.8229838658936564
2020-11-22,7.6,47,-0.5680647467311559,0.8229838658936564
2020-11-23,6.0,48,-0.4647231720437684,0.88545602565321
2020-11-24,7.0,48,-0.4647231720437684,0.88545602565321
2020-11-25,8.7,48,-0.4647231720437684,0.88545602565321
2020-11-26,3.3,48,-0.4647231720437684,0.88545602565321
2020-11-27,3.0,48,-0.4647231720437684,0.88545602565321
2020-11-28,4.4,48,-0.4647231720437684,0.88545602565321
2020-11-29,6.7,48,-0.4647231720437684,0.88545602565321
2020-11-30,7.9,49,-0.35460488704253595,0.9350162426854147
2020-12-01,4.3,49,-0.35460488704253595,0.9350162426854147
2020-12-02,4.7,49,-0.35460488704253595,0.9350162426854147
2020-12-03,4.0,49,-0.35460488704253595,0.9350162426854147
2020-12-04,3.8,49,-0.35460488704253595,0.9350162426854147
2020-12-05,4.7,49,-0.35460488704253595,0.9350162426854147
2020-12-06,2.2,49,-0.35460488704253595,0.9350162426854147
2020-12-07,1.8,50,-0.2393156642875578,0.970941817426052
2020-12-08,2.4,50,-0.2393156642875578,0.970941817426052
2020-12-09,4.0,50,-0.2393156642875578,0.970941817426052
2020-12-10,6.3,50,-0.2393156642875578,0.970941817426052
2020-12-11,7.9,50,-0.2393156642875578,0.970941817426052
2020-12-12,7.2,50,-0.2393156642875578,0.970941817426052
2020-12-13,6.4,50,-0.2393156642875578,0.970941817426052
2020-12-14,7.8,51,-0.12053668025532363,0.992708874098054
2020-12-15,8.0,51,-0.12053668025532363,0.992708874098054
2020-12-16,7.9,51,-0.12053668025532363,0.992708874098054
2020-12-17,8.3,51,-0.12053668025532363,0.992708874098054
2020-12-18,9.2,51,-0.12053668025532363,0.992708874098054
2020-12-19,9.8,51,-0.12053668025532363,0.992708874098054
2020-12-20,7.1,51,-0.12053668025532363,0.992708874098054
2020-12-21,7.6,52,6.432490598706546e-16,1.0
2020-12-22,7.0,52,6.432490598706546e-16,1.0
2020-12-23,7.0,52,6.432490598706546e-16,1.0
2020-12-24,3.0,52,6.432490598706546e-16,1.0
2020-12-25,1.8,52,6.432490598706546e-16,1.0
2020-12-26,3.9,52,6.432490598706546e-16,1.0
2020-12-27,4.6,52,6.432490598706546e-16,1.0
2020-12-28,1.0,53,0.12053668025532314,0.992708874098054
2020-12-29,1.0,53,0.12053668025532314,0.992708874098054
2020-12-30,1.0,53,0.12053668025532314,0.992708874098054
2020-12-31,-1.2,53,0.12053668025532314,0.992708874098054
2021-01-01,0.0,53,0.12053668025532314,0.992708874098054
2021-01-02,0.6,53,0.12053668025532314,0.992708874098054
2021-01-03,1.7,53,0.12053668025532314,0.992708874098054
2021-01-04,2.6,1,0.12053668025532305,0.992708874098054
2021-01-05,2.6,1,0.12053668025532305,0.992708874098054
2021-01-06,2.1,1,0.12053668025532305,0.992708874098054
2021-01-07,-1.0,1,0.12053668025532305,0.992708874098054
2021-01-08,-0.7,1,0.12053668025532305,0.992708874098054
2021-01-09,1.3,1,0.12053668025532305,0.992708874098054
2021-01-10,1.7,1,0.12053668025532305,0.992708874098054
2021-01-11,4.8,2,0.23931566428755774,0.970941817426052
2021-01-12,5.1,2,0.23931566428755774,0.970941817426052
2021-01-13,3.8,2,0.23931566428755774,0.970941817426052
2021-01-14,4.3,2,0.23931566428755774,0.970941817426052
2021-01-15,2.0,2,0.23931566428755774,0.970941817426052
2021-01-16,3.3,2,0.23931566428755774,0.970941817426052
2021-01-17,5.0,2,0.23931566428755774,0.970941817426052
2021-01-18,6.3,3,0.3546048870425356,0.9350162426854148
2021-01-19,7.4,3,0.3546048870425356,0.9350162426854148
2021-01-20,9.5,3,0.3546048870425356,0.9350162426854148
2021-01-21,4.7,3,0.3546048870425356,0.9350162426854148
2021-01-22,3.8,3,0.3546048870425356,0.9350162426854148
2021-01-23,1.4,3,0.3546048870425356,0.9350162426854148
2021-01-24,-0.5,3,0.3546048870425356,0.9350162426854148
2021-01-25,0.3,4,0.4647231720437685,0.8854560256532099
2021-01-26,3.0,4,0.4647231720437685,0.8854560256532099
2021-01-27,5.5,4,0.4647231720437685,0.8854560256532099
2021-01-28,8.9,4,0.4647231720437685,0.8854560256532099
2021-01-29,8.0,4,0.4647231720437685,0.8854560256532099
2021-01-30,3.0,4,0.4647231720437685,0.8854560256532099
2021-01-31,0.9,4,0.4647231720437685,0.8854560256532099
2021-02-01,3.8,5,0.5680647467311558,0.8229838658936564
2021-02-02,5.7,5,0.5680647467311558,0.8229838658936564
2021-02-03,6.4,5,0.5680647467311558,0.8229838658936564
2021-02-04,5.1,5,0.5680647467311558,0.8229838658936564
2021-02-05,7.1,5,0.5680647467311558,0.8229838658936564
2021-02-06,3.7,5,0.5680647467311558,0.8229838658936564
2021-02-07,1.2,5,0.5680647467311558,0.8229838658936564
2021-02-08,-0.1,6,0.6631226582407952,0.7485107481711011
2021-02-09,-0.3,6,0.6631226582407952,0.7485107481711011
2021-02-10,-0.1,6,0.6631226582407952,0.7485107481711011
2021-02-11,-1.9,6,0.6631226582407952,0.7485107481711011
2021-02-12,-0.3,6,0.6631226582407952,0.7485107481711011
2021-02-13,-0.6,6,0.6631226582407952,0.7485107481711011
2021-02-14,2.4,6,0.6631226582407952,0.7485107481711011
2021-02-15,7.2,7,0.7485107481711011,0.6631226582407953
2021-02-16,9.2,7,0.7485107481711011,0.6631226582407953
2021-02-17,8.6,7,0.7485107481711011,0.6631226582407953
2021-02-18,8.4,7,0.7485107481711011,0.6631226582407953
2021-02-19,7.6,7,0.7485107481711011,0.6631226582407953
2021-02-20,10.5,7,0.7485107481711011,0.6631226582407953
2021-02-21,10.5,7,0.7485107481711011,0.6631226582407953
2021-02-22,8.5,8,0.8229838658936564,0.5680647467311558
2021-02-23,8.9,8,0.8229838658936564,0.5680647467311558
2021-02-24,11.5,8,0.8229838658936564,0.5680647467311558
2021-02-25,8.8,8,0.8229838658936564,0.5680647467311558
2021-02-26,6.0,8,0.8229838658936564,0.5680647467311558
2021-02-27,5.9,8,0.8229838658936564,0.5680647467311558
2021-02-28,5.6,8,0.8229838658936564,0.5680647467311558
2021-03-01,4.5,9,0.8854560256532098,0.4647231720437686
2021-03-02,4.2,9,0.8854560256532098,0.4647231720437686
2021-03-03,3.9,9,0.8854560256532098,0.4647231720437686
2021-03-04,4.2,9,0.8854560256532098,0.4647231720437686
2021-03-05,3.8,9,0.8854560256532098,0.4647231720437686
2021-03-06,2.9,9,0.8854560256532098,0.4647231720437686
2021-03-07,2.7,9,0.8854560256532098,0.4647231720437686
2021-03-08,5.2,10,0.9350162426854148,0.35460488704253557
2021-03-09,6.4,10,0.9350162426854148,0.35460488704253557
2021-03-10,8.2,10,0.9350162426854148,0.35460488704253557
2021-03-11,8.4,10,0.9350162426854148,0.35460488704253557
2021-03-12,6.6,10,0.9350162426854148,0.35460488704253557
2021-03-13,6.3,10,0.9350162426854148,0.35460488704253557
2021-03-14,6.5,10,0.9350162426854148,0.35460488704253557
2021-03-15,8.4,11,0.970941817426052,0.23931566428755804
2021-03-16,10.3,11,0.970941817426052,0.23931566428755804
2021-03-17,7.0,11,0.970941817426052,0.23931566428755804
2021-03-18,6.6,11,0.970941817426052,0.23931566428755804
2021-03-19,8.1,11,0.970941817426052,0.23931566428755804
2021-03-20,8.3,11,0.970941817426052,0.23931566428755804
2021-03-21,8.4,11,0.970941817426052,0.23931566428755804
2021-03-22,6.3,12,0.992708874098054,0.120536680255323
2021-03-23,7.6,12,0.992708874098054,0.120536680255323
2021-03-24,9.1,12,0.992708874098054,0.120536680255323
2021-03-25,8.7,12,0.992708874098054,0.120536680255323
2021-03-26,8.6,12,0.992708874098054,0.120536680255323
2021-03-27,6.3,12,0.992708874098054,0.120536680255323
2021-03-28,9.8,12,0.992708874098054,0.120536680255323
2021-03-29,13.1,13,1.0,-1.6081226496766366e-16
2021-03-30,12.2,13,1.0,-1.6081226496766366e-16
2021-03-31,14.4,13,1.0,-1.6081226496766366e-16
2021-04-01,8.9,13,1.0,-1.6081226496766366e-16
2021-04-02,7.0,13,1.0,-1.6081226496766366e-16
2021-04-03,6.5,13,1.0,-1.6081226496766366e-16
2021-04-04,6.8,13,1.0,-1.6081226496766366e-16
2021-04-05,4.4,14,0.992708874098054,-0.12053668025532288
2021-04-06,2.9,14,0.992708874098054,-0.12053668025532288
2021-04-07,2.4,14,0.992708874098054,-0.12053668025532288
2021-04-08,6.8,14,0.992708874098054,-0.12053668025532288
2021-04-09,7.1,14,0.992708874098054,-0.12053668025532288
2021-04-10,4.7,14,0.992708874098054,-0.12053668025532288
2021-04-11,3.3,14,0.992708874098054,-0.12053668025532288
2021-04-12,3.8,15,0.9709418174260521,-0.2393156642875575
2021-04-13,5.1,15,0.9709418174260521,-0.2393156642875575
2021-04-14,7.5,15,0.9709418174260521,-0.2393156642875575
2021-04-15,5.1,15,0.9709418174260521,-0.2393156642875575
2021-04-16,5.4,15,0.9709418174260521,-0.2393156642875575
2021-04-17,6.2,15,0.9709418174260521,-0.2393156642875575
2021-04-18,7.5,15,0.9709418174260521,-0.2393156642875575
2021-04-19,9.0,16,0.9350162426854148,-0.35460488704253545
2021-04-20,9.8,16,0.9350162426854148,-0.35460488704253545
2021-04-21,8.9,16,0.9350162426854148,-0.35460488704253545
2021-04-22,7.4,16,0.9350162426854148,-0.35460488704253545
2021-04-23,8.7,16,0.9350162426854148,-0.35460488704253545
2021-04-24,9.6,16,0.9350162426854148,-0.35460488704253545
2021-04-25,8.4,16,0.9350162426854148,-0.35460488704253545
2021-04-26,7.7,17,0.8854560256532099,-0.4647231720437685
2021-04-27,8.2,17,0.8854560256532099,-0.4647231720437685
2021-04-28,8.0,17,0.8854560256532099,-0.4647231720437685
2021-04-29,5.7,17,0.8854560256532099,-0.4647231720437685
2021-04-30,6.4,17,0.8854560256532099,-0.4647231720437685
2021-05-01,5.8,17,0.8854560256532099,-0.4647231720437685
2021-05-02,6.6,17,0.8854560256532099,-0.4647231720437685
2021-05-03,7.3,18,0.8229838658936565,-0.5680647467311557
2021-05-04,8.4,18,0.8229838658936565,-0.5680647467311557
