Season,ISOyear,WeekBeginning,WeekEnding,WastewaterTreatmentWork,Average(Mgc),Average(Mgc)QF,PercentCoverage
2020/21,2021,20210327,20210402,Erskine,NA,:,0
2020/21,2021,20210327,20210402,Inverclyde,3.16,,100
2020/21,2021,20210327,20210402,Neilston,0,,100
2020/21,2021,20210327,20210402,Paisley,5.74,,100
2020/21,2021,20210327,20210402,Uplawmoor,0,,100
2020/21,2021,20210327,20210402,Alness,NA,:,0
2020/21,2021,20210327,20210402,Aviemore,NA,:,0
2020/21,2021,20210327,20210402,Dunoon,NA,:,0
2020/21,2021,20210327,20210402,Grantown on Spey,NA,:,0
2020/21,2021,20210327,20210402,Oban,NA,:,0
2020/21,2021,20210327,20210402,Thurso,NA,:,0
2020/21,2021,20210327,20210402,Wick,NA,:,0
2020/21,2021,20210327,20210402,Allers,4.79,,100
2020/21,2021,20210327,20210402,Biggar,NA,:,0
2020/21,2021,20210327,20210402,Blackwood,3.27,,100
2020/21,2021,20210327,20210402,Bothwellbank,3.37,,100
2020/21,2021,20210327,20210402,Dunnswood,1.38,,100
2020/21,2021,20210327,20210402,Harthill,NA,:,0
2020/21,2021,20210327,20210402,Lanark,5.82,,100
2020/21,2021,20210327,20210402,Lesmahagow,0.72,,100
2020/21,2021,20210327,20210402,Mauldslie,7.85,,100
2020/21,2021,20210327,20210402,Shotts,2.95,,100
2020/21,2021,20210327,20210402,Skellyton,1.08,,100
2020/21,2021,20210327,20210402,Stonehouse,2.15,,100
2020/21,2021,20210327,20210402,Strathaven,7.91,,100
2020/21,2021,20210327,20210402,Swinstie,45.94,,100
2020/21,2021,20210327,20210402,Armadale,1.22,,100
2020/21,2021,20210327,20210402,Bathgate,21.84,,100
2020/21,2021,20210327,20210402,Blackburn,7.3,,100
2020/21,2021,20210327,20210402,Blackridge,13.16,,100
2020/21,2021,20210327,20210402,Dunbar,0.38,,100
2020/21,2021,20210327,20210402,East Calder,26.66,,100
2020/21,2021,20210327,20210402,Fauldhouse,1.57,,100
2020/21,2021,20210327,20210402,Haddington,NA,:,0
2020/21,2021,20210327,20210402,Linlithgow,6.52,,100
2020/21,2021,20210327,20210402,Newbridge,NA,:,0
2020/21,2021,20210327,20210402,Penicuik,2.37,,100
2020/21,2021,20210327,20210402,Whitburn,3.64,,100
2020/21,2021,20210327,20210402,Winchburgh,0.32,,100
2020/21,2021,20210327,20210402,Blairgowrie,11.86,,100
2020/21,2021,20210327,20210402,Forfar,13.94,,100
2020/21,2021,20210327,20210402,Montrose,NA,:,0
2020/21,2021,20210327,20210402,Perth,1.72,,100
2020/21,2021,20210403,20210409,Meadowhead,8.38,,100
2020/21,2021,20210403,20210409,Galashiels,NA,:,0
2020/21,2021,20210403,20210409,Hawick,0.35,,100
2020/21,2021,20210403,20210409,Peebles,NA,:,0
2020/21,2021,20210403,20210409,Annan,0,,100
2020/21,2021,20210403,20210409,Dalbeattie,0,,100
2020/21,2021,20210403,20210409,Dalscone,NA,:,0
2020/21,2021,20210403,20210409,Lockerbie,0,,100
2020/21,2021,20210403,20210409,Troqueer,0,,100
2020/21,2021,20210403,20210409,Dunfermline,5.75,,100
2020/21,2021,20210403,20210409,Levenmouth,7.57,,100
2020/21,2021,20210403,20210409,Falkirk,5.46,,100
2020/21,2021,20210403,20210409,Stirling,8.32,,100
2020/21,2021,20210403,20210409,Nigg,4.29,,100
2020/21,2021,20210403,20210409,Dalmuir,10.61,,100
2020/21,2021,20210403,20210409,Shieldhall,9.13,,100
2020/21,2021,20210403,20210409,Allanfearn,4,,100
2020/21,2021,20210403,20210409,Fort William,0,,100
2020/21,2021,20210403,20210409,Helensburgh,NA,:,0
2020/21,2021,20210403,20210409,Nairn,2.87,,100
2020/21,2021,20210403,20210409,Carbarns,12.26,,100
2020/21,2021,20210403,20210409,Hamilton,6.25,,100
2020/21,2021,20210403,20210409,Philipshill,4.53,,100
2020/21,2021,20210403,20210409,Seafield,3.11,,100
2020/21,2021,20210403,20210409,Kirkwall,0,,100
2020/21,2021,20210403,20210409,Lerwick,0,,100
2020/21,2021,20210403,20210409,Hatton,8.52,,100
2020/21,2021,20210403,20210409,Stornoway,NA,:,0
2020/21,2021,20210403,20210409,Cumnock,2.7,,100
2020/21,2021,20210403,20210409,Fairlie,0,,100
2020/21,2021,20210403,20210409,Girvan,3.94,,100
2020/21,2021,20210403,20210409,Largs,17.32,,100
2020/21,2021,20210403,20210409,Maybole,0,,100
2020/21,2021,20210403,20210409,Muirkirk,9.1,,100
2020/21,2021,20210403,20210409,New Cumnock,0,,100
2020/21,2021,20210403,20210409,Stevenston,4.41,,100
2020/21,2021,20210403,20210409,Coldstream,0,,100
2020/21,2021,20210403,20210409,Duns,0,,100
2020/21,2021,20210403,20210409,Eyemouth,0.09,,100
2020/21,2021,20210403,20210409,Jedburgh,NA,:,0
2020/21,2021,20210403,20210409,Kelso,0,,100
2020/21,2021,20210403,20210409,Newtown St Boswell,0,,100
2020/21,2021,20210403,20210409,Selkirk,0.54,,100
2020/21,2021,20210403,20210409,Langholm,NA,:,0
2020/21,2021,20210403,20210409,Loch Ryan,NA,:,0
2020/21,2021,20210403,20210409,Sanquhar,NA,:,0
2020/21,2021,20210403,20210409,Bowhouse,0,,100
2020/21,2021,20210403,20210409,Cupar,0.44,,100
2020/21,2021,20210403,20210409,Guardbridge,0.7,,100
2020/21,2021,20210403,20210409,Ironmill Bay,1.18,,100
2020/21,2021,20210403,20210409,Kincardine,4.84,,100
2020/21,2021,20210403,20210409,Kirkcaldy,10.14,,100
2020/21,2021,20210403,20210409,Newburgh,0.05,,100
2020/21,2021,20210403,20210409,Newport & Tayport,0,,100
2020/21,2021,20210403,20210409,Springfield,8.68,,100
2020/21,2021,20210403,20210409,St Andrews,14.69,,100
2020/21,2021,20210403,20210409,Alloa,17.51,,100
2020/21,2021,20210403,20210409,Alva,3.52,,100
2020/21,2021,20210403,20210409,Boness,5.29,,100
2020/21,2021,20210403,20210409,Bonnybridge,5.29,,100
2020/21,2021,20210403,20210409,Denny,99.71,,100
2020/21,2021,20210403,20210409,Dunblane,1.66,,100
2020/21,2021,20210403,20210409,Kinneil,NA,:,0
2020/21,2021,20210403,20210409,Tillicoultry,3.14,,100
2020/21,2021,20210403,20210409,Banchory,NA,:,0
2020/21,2021,20210403,20210409,Banff,NA,:,0
2020/21,2021,20210403,20210409,Buckie,NA,:,0
2020/21,2021,20210403,20210409,Ellon,NA,:,0
2020/21,2021,20210403,20210409,Forres,NA,:,0
2020/21,2021,20210403,20210409,Fraserburgh,0.51,,100
2020/21,2021,20210403,20210409,Huntly,NA,:,0
2020/21,2021,20210403,20210409,Inverurie,NA,:,0
2020/21,2021,20210403,20210409,Lossiemouth,3.39,,100
2020/21,2021,20210403,20210409,Persley,NA,:,0
2020/21,2021,20210403,20210409,Peterhead,0.14,,100
2020/21,2021,20210403,20210409,Turriff,NA,:,0
2020/21,2021,20210403,20210409,Ardoch,2.91,,100
2020/21,2021,20210403,20210409,Daldowie,6.11,,100
2020/21,2021,20210403,20210409,Dalmarnock,4.06,,100
2020/21,2021,20210403,20210409,Erskine,NA,:,0
2020/21,2021,20210403,20210409,Inverclyde,4.32,,100
2020/21,2021,20210403,20210409,Neilston,0.37,,100
2020/21,2021,20210403,20210409,Paisley,1.99,,100
2020/21,2021,20210403,20210409,Uplawmoor,0.13,,100
2020/21,2021,20210403,20210409,Alness,NA,:,0
2020/21,2021,20210403,20210409,Aviemore,NA,:,0
2020/21,2021,20210403,20210409,Dunoon,NA,:,0
2020/21,2021,20210403,20210409,Grantown on Spey,NA,:,0
2020/21,2021,20210403,20210409,Oban,NA,:,0
2020/21,2021,20210403,20210409,Thurso,NA,:,0
2020/21,2021,20210403,20210409,Wick,NA,:,0
2020/21,2021,20210403,20210409,Allers,1.49,,100
2020/21,2021,20210403,20210409,Biggar,NA,:,0
2020/21,2021,20210403,20210409,Blackwood,0,,100
2020/21,2021,20210403,20210409,Bothwellbank,3.77,,100
2020/21,2021,20210403,20210409,Dunnswood,NA,:,0
2020/21,2021,20210403,20210409,Harthill,NA,:,0
2020/21,2021,20210403,20210409,Lanark,11.42,,100
2020/21,2021,20210403,20210409,Lesmahagow,0,,100
2020/21,2021,20210403,20210409,Mauldslie,NA,:,0
2020/21,2021,20210403,20210409,Shotts,5.18,,100
2020/21,2021,20210403,20210409,Skellyton,2.58,,100
2020/21,2021,20210403,20210409,Stonehouse,1.27,,100
2020/21,2021,20210403,20210409,Strathaven,7.82,,100
2020/21,2021,20210403,20210409,Swinstie,10.31,,100
2020/21,2021,20210403,20210409,Armadale,4.1,,100
2020/21,2021,20210403,20210409,Bathgate,NA,:,0
2020/21,2021,20210403,20210409,Blackburn,6.52,,100
2020/21,2021,20210403,20210409,Blackridge,63.18,,100
2020/21,2021,20210403,20210409,Dunbar,0.86,,100
2020/21,2021,20210403,20210409,East Calder,18.83,,100
2020/21,2021,20210403,20210409,Fauldhouse,NA,:,0
2020/21,2021,20210403,20210409,Haddington,NA,:,0
2020/21,2021,20210403,20210409,Linlithgow,0.87,,100
2020/21,2021,20210403,20210409,Newbridge,NA,:,0
2020/21,2021,20210403,20210409,Penicuik,0,,100
2020/21,2021,20210403,20210409,Whitburn,4.07,,100
2020/21,2021,20210403,20210409,Winchburgh,0.14,,100
2020/21,2021,20210403,20210409,Blairgowrie,3.2,,100
2020/21,2021,20210403,20210409,Forfar,1.69,,100
2020/21,2021,20210403,20210409,Montrose,NA,:,0
2020/21,2021,20210403,20210409,Perth,1.56,,100
2020/21,2021,20210410,20210416,Meadowhead,4.19,,100
2020/21,2021,20210410,20210416,Galashiels,0.55,,100
2020/21,2021,20210410,20210416,Hawick,0,,100
2020/21,2021,20210410,20210416,Peebles,0,,100
2020/21,2021,20210410,20210416,Annan,0.71,,100
2020/21,2021,20210410,20210416,Dalbeattie,0,,100
2020/21,2021,20210410,20210416,Dalscone,NA,:,0
2020/21,2021,20210410,20210416,Lockerbie,0.1,,100
2020/21,2021,20210410,20210416,Troqueer,0,,100
2020/21,2021,20210410,20210416,Dunfermline,NA,:,0
2020/21,2021,20210410,20210416,Levenmouth,2.2,,100
2020/21,2021,20210410,20210416,Falkirk,4.79,,100
2020/21,2021,20210410,20210416,Stirling,1.43,,100
2020/21,2021,20210410,20210416,Nigg,6.3,,100
2020/21,2021,20210410,20210416,Dalmuir,10.12,,100
2020/21,2021,20210410,20210416,Shieldhall,7.67,,100
2020/21,2021,20210410,20210416,Allanfearn,1.01,,100
2020/21,2021,20210410,20210416,Fort William,0,,100
2020/21,2021,20210410,20210416,Helensburgh,NA,:,0
2020/21,2021,20210410,20210416,Nairn,0,,100
2020/21,2021,20210410,20210416,Carbarns,20.49,,100
2020/21,2021,20210410,20210416,Hamilton,6.44,,100
2020/21,2021,20210410,20210416,Philipshill,8.98,,100
2020/21,2021,20210410,20210416,Seafield,3.2,,100
2020/21,2021,20210410,20210416,Kirkwall,0.22,,100
2020/21,2021,20210410,20210416,Lerwick,0,,100
2020/21,2021,20210410,20210416,Hatton,4.81,,100
2020/21,2021,20210410,20210416,Stornoway,0,,100
2020/21,2021,20210410,20210416,Cumnock,1,,100
2020/21,2021,20210410,20210416,Fairlie,0,,100
2020/21,2021,20210410,20210416,Girvan,2.86,,100
2020/21,2021,20210410,20210416,Largs,13.01,,100
2020/21,2021,20210410,20210416,Maybole,0.19,,100
2020/21,2021,20210410,20210416,Muirkirk,59.45,,100
2020/21,2021,20210410,20210416,New Cumnock,NA,:,0
2020/21,2021,20210410,20210416,Stevenston,0.86,,100
2020/21,2021,20210410,20210416,Coldstream,0,,100
2020/21,2021,20210410,20210416,Duns,0,,100
2020/21,2021,20210410,20210416,Eyemouth,0.09,,100
2020/21,2021,20210410,20210416,Jedburgh,NA,:,0
2020/21,2021,20210410,20210416,Kelso,0.06,,100
2020/21,2021,20210410,20210416,Newtown St Boswell,0,,100
2020/21,2021,20210410,20210416,Selkirk,0,,100
2020/21,2021,20210410,20210416,Langholm,NA,:,0
2020/21,2021,20210410,20210416,Loch Ryan,NA,:,0
2020/21,2021,20210410,20210416,Sanquhar,NA,:,0
2020/21,2021,20210410,20210416,Bowhouse,NA,:,0
2020/21,2021,20210410,20210416,Cupar,1.61,,100
2020/21,2021,20210410,20210416,Guardbridge,0,,100
2020/21,2021,20210410,20210416,Ironmill Bay,1.87,,100
2020/21,2021,20210410,20210416,Kincardine,6.65,,100
2020/21,2021,20210410,20210416,Kirkcaldy,5.51,,100
2020/21,2021,20210410,20210416,Newburgh,0,,100
2020/21,2021,20210410,20210416,Newport & Tayport,0,,100
2020/21,2021,20210410,20210416,Springfield,1.05,,100
2020/21,2021,20210410,20210416,St Andrews,1.6,,100
2020/21,2021,20210410,20210416,Alloa,9.35,,100
2020/21,2021,20210410,20210416,Alva,1.77,,100
2020/21,2021,20210410,20210416,Boness,2.38,,100
2020/21,2021,20210410,20210416,Bonnybridge,1.68,,100
2020/21,2021,20210410,20210416,Denny,14.21,,100
2020/21,2021,20210410,20210416,Dunblane,0.59,,100
2020/21,2021,20210410,20210416,Kinneil,NA,:,0
2020/21,2021,20210410,20210416,Tillicoultry,0.52,,100
2020/21,2021,20210410,20210416,Banchory,0.16,,100
2020/21,2021,20210410,20210416,Banff,0.14,,100
2020/21,2021,20210410,20210416,Buckie,NA,:,0
2020/21,2021,20210410,20210416,Ellon,3.24,,100
2020/21,2021,20210410,20210416,Forres,0.55,,100
2020/21,2021,20210410,20210416,Fraserburgh,0.71,,100
2020/21,2021,20210410,20210416,Huntly,NA,:,0
2020/21,2021,20210410,20210416,Inverurie,3.07,,100
2020/21,2021,20210410,20210416,Lossiemouth,3.23,,100
2020/21,2021,20210410,20210416,Persley,NA,:,0
2020/21,2021,20210410,20210416,Peterhead,0.28,,100
2020/21,2021,20210410,20210416,Turriff,0,,100
2020/21,2021,20210410,20210416,Ardoch,1.38,,100
2020/21,2021,20210410,20210416,Daldowie,17.7,,100
2020/21,2021,20210410,20210416,Dalmarnock,10.43,,100
2020/21,2021,20210410,20210416,Erskine,NA,:,0
2020/21,2021,20210410,20210416,Inverclyde,1.55,,100
2020/21,2021,20210410,20210416,Neilston,0.75,,100
2020/21,2021,20210410,20210416,Paisley,4.94,,100
2020/21,2021,20210410,20210416,Uplawmoor,NA,:,0
2020/21,2021,20210410,20210416,Alness,NA,:,0
2020/21,2021,20210410,20210416,Aviemore,NA,:,0
2020/21,2021,20210410,20210416,Dunoon,NA,:,0
2020/21,2021,20210410,20210416,Grantown on Spey,NA,:,0
2020/21,2021,20210410,20210416,Oban,NA,:,0
2020/21,2021,20210410,20210416,Thurso,NA,:,0
2020/21,2021,20210410,20210416,Wick,NA,:,0
2020/21,2021,20210410,20210416,Allers,5.59,,100
2020/21,2021,20210410,20210416,Biggar,NA,:,0
2020/21,2021,20210410,20210416,Blackwood,NA,:,0
2020/21,2021,20210410,20210416,Bothwellbank,3.53,,100
2020/21,2021,20210410,20210416,Dunnswood,5.35,,100
2020/21,2021,20210410,20210416,Harthill,0.54,,100
2020/21,2021,20210410,20210416,Lanark,NA,:,0
2020/21,2021,20210410,20210416,Lesmahagow,NA,:,0
2020/21,2021,20210410,20210416,Mauldslie,7.85,,100
2020/21,2021,20210410,20210416,Shotts,8.72,,100
2020/21,2021,20210410,20210416,Skellyton,NA,:,0
2020/21,2021,20210410,20210416,Stonehouse,NA,:,0
2020/21,2021,20210410,20210416,Strathaven,NA,:,0
2020/21,2021,20210410,20210416,Swinstie,9.73,,100
2020/21,2021,20210410,20210416,Armadale,0.6,,100
2020/21,2021,20210410,20210416,Bathgate,1.16,,100
2020/21,2021,20210410,20210416,Blackburn,2.86,,100
2020/21,2021,20210410,20210416,Blackridge,194.25,,100
2020/21,2021,20210410,20210416,Dunbar,0,,100
2020/21,2021,20210410,20210416,East Calder,8.36,,100
2020/21,2021,20210410,20210416,Fauldhouse,0.12,,100
2020/21,2021,20210410,20210416,Haddington,NA,:,0
2020/21,2021,20210410,20210416,Linlithgow,1.02,,100
2020/21,2021,20210410,20210416,Newbridge,NA,:,0
2020/21,2021,20210410,20210416,Penicuik,6.83,,100
2020/21,2021,20210410,20210416,Whitburn,0.19,,100
2020/21,2021,20210410,20210416,Winchburgh,0,,100
2020/21,2021,20210410,20210416,Blairgowrie,NA,:,0
2020/21,2021,20210410,20210416,Forfar,5.79,,100
2020/21,2021,20210410,20210416,Montrose,NA,:,0
2020/21,2021,20210410,20210416,Perth,2.41,,100
2020/21,2021,20210417,20210423,Meadowhead,3.38,,100
2020/21,2021,20210417,20210423,Galashiels,NA,:,0
2020/21,2021,20210417,20210423,Hawick,NA,:,0
2020/21,2021,20210417,20210423,Peebles,NA,:,0
2020/21,2021,20210417,20210423,Annan,NA,:,0
2020/21,2021,20210417,20210423,Dalbeattie,NA,:,0
2020/21,2021,20210417,20210423,Dalscone,NA,:,0
2020/21,2021,20210417,20210423,Lockerbie,NA,:,0
2020/21,2021,20210417,20210423,Troqueer,NA,:,0
2020/21,2021,20210417,20210423,Dunfermline,NA,:,0
2020/21,2021,20210417,20210423,Levenmouth,NA,:,0
2020/21,2021,20210417,20210423,Falkirk,NA,:,0
2020/21,2021,20210417,20210423,Stirling,NA,:,0
2020/21,2021,20210417,20210423,Nigg,1.22,,100
2020/21,2021,20210417,20210423,Dalmuir,NA,:,0
2020/21,2021,20210417,20210423,Shieldhall,NA,:,0
2020/21,2021,20210417,20210423,Allanfearn,2.86,,100
2020/21,2021,20210417,20210423,Fort William,0,,100
2020/21,2021,20210417,20210423,Helensburgh,NA,:,0
2020/21,2021,20210417,20210423,Nairn,NA,:,0
2020/21,2021,20210417,20210423,Carbarns,NA,:,0
2020/21,2021,20210417,20210423,Hamilton,NA,:,0
2020/21,2021,20210417,20210423,Philipshill,NA,:,0
2020/21,2021,20210417,20210423,Seafield,2.15,,100
2020/21,2021,20210417,20210423,Kirkwall,0,,100
2020/21,2021,20210417,20210423,Lerwick,0,,100
2020/21,2021,20210417,20210423,Hatton,1.95,,100
2020/21,2021,20210417,20210423,Stornoway,NA,:,0
2020/21,2021,20210417,20210423,Cumnock,NA,:,0
2020/21,2021,20210417,20210423,Fairlie,NA,:,0
2020/21,2021,20210417,20210423,Girvan,NA,:,0
2020/21,2021,20210417,20210423,Largs,NA,:,0
2020/21,2021,20210417,20210423,Maybole,NA,:,0
2020/21,2021,20210417,20210423,Muirkirk,NA,:,0
2020/21,2021,20210417,20210423,New Cumnock,NA,:,0
2020/21,2021,20210417,20210423,Stevenston,1.76,,100
2020/21,2021,20210417,20210423,Coldstream,NA,:,0
2020/21,2021,20210417,20210423,Duns,NA,:,0
2020/21,2021,20210417,20210423,Eyemouth,NA,:,0
2020/21,2021,20210417,20210423,Jedburgh,NA,:,0
2020/21,2021,20210417,20210423,Kelso,NA,:,0
2020/21,2021,20210417,20210423,Newtown St Boswell,NA,:,0
2020/21,2021,20210417,20210423,Selkirk,NA,:,0
2020/21,2021,20210417,20210423,Langholm,NA,:,0
2020/21,2021,20210417,20210423,Loch Ryan,NA,:,0
2020/21,2021,20210417,20210423,Sanquhar,NA,:,0
2020/21,2021,20210417,20210423,Bowhouse,NA,:,0
2020/21,2021,20210417,20210423,Cupar,NA,:,0
2020/21,2021,20210417,20210423,Guardbridge,NA,:,0
2020/21,2021,20210417,20210423,Ironmill Bay,NA,:,0
2020/21,2021,20210417,20210423,Kincardine,NA,:,0
2020/21,2021,20210417,20210423,Kirkcaldy,NA,:,0
2020/21,2021,20210417,20210423,Newburgh,NA,:,0
2020/21,2021,20210417,20210423,Newport & Tayport,NA,:,0
2020/21,2021,20210417,20210423,Springfield,NA,:,0
2020/21,2021,20210417,20210423,St Andrews,NA,:,0
2020/21,2021,20210417,20210423,Alloa,NA,:,0
2020/21,2021,20210417,20210423,Alva,NA,:,0
2020/21,2021,20210417,20210423,Boness,NA,:,0
2020/21,2021,20210417,20210423,Bonnybridge,NA,:,0
2020/21,2021,20210417,20210423,Denny,NA,:,0
2020/21,2021,20210417,20210423,Dunblane,NA,:,0
2020/21,2021,20210417,20210423,Kinneil,NA,:,0
2020/21,2021,20210417,20210423,Tillicoultry,NA,:,0
2020/21,2021,20210417,20210423,Banchory,NA,:,0
2020/21,2021,20210417,20210423,Banff,0,,100
2020/21,2021,20210417,20210423,Buckie,NA,:,0
2020/21,2021,20210417,20210423,Ellon,NA,:,0
2020/21,2021,20210417,20210423,Forres,NA,:,0
2020/21,2021,20210417,20210423,Fraserburgh,7.25,,100
2020/21,2021,20210417,20210423,Huntly,NA,:,0
2020/21,2021,20210417,20210423,Inverurie,NA,:,0
2020/21,2021,20210417,20210423,Lossiemouth,3,,100
2020/21,2021,20210417,20210423,Persley,NA,:,0
2020/21,2021,20210417,20210423,Peterhead,0,,100
2020/21,2021,20210417,20210423,Turriff,NA,:,0
2020/21,2021,20210417,20210423,Ardoch,NA,:,0
2020/21,2021,20210417,20210423,Daldowie,NA,:,0
2020/21,2021,20210417,20210423,Dalmarnock,NA,:,0
2020/21,2021,20210417,20210423,Erskine,NA,:,0
2020/21,2021,20210417,20210423,Inverclyde,1.64,,100
2020/21,2021,20210417,20210423,Neilston,NA,:,0
2020/21,2021,20210417,20210423,Paisley,NA,:,0
2020/21,2021,20210417,20210423,Uplawmoor,NA,:,0
2020/21,2021,20210417,20210423,Alness,NA,:,0
2020/21,2021,20210417,20210423,Aviemore,NA,:,0
2020/21,2021,20210417,20210423,Dunoon,NA,:,0
2020/21,2021,20210417,20210423,Grantown on Spey,NA,:,0
2020/21,2021,20210417,20210423,Oban,NA,:,0
2020/21,2021,20210417,20210423,Thurso,NA,:,0
2020/21,2021,20210417,20210423,Wick,NA,:,0
2020/21,2021,20210417,20210423,Allers,NA,:,0
2020/21,2021,20210417,20210423,Biggar,NA,:,0
2020/21,2021,20210417,20210423,Blackwood,NA,:,0
2020/21,2021,20210417,20210423,Bothwellbank,NA,:,0
2020/21,2021,20210417,20210423,Dunnswood,NA,:,0
2020/21,2021,20210417,20210423,Harthill,NA,:,0
2020/21,2021,20210417,20210423,Lanark,NA,:,0
2020/21,2021,20210417,20210423,Lesmahagow,NA,:,0
2020/21,2021,20210417,20210423,Mauldslie,NA,:,0
2020/21,2021,20210417,20210423,Shotts,NA,:,0
2020/21,2021,20210417,20210423,Skellyton,NA,:,0
2020/21,2021,20210417,20210423,Stonehouse,NA,:,0
2020/21,2021,20210417,20210423,Strathaven,NA,:,0
2020/21,2021,20210417,20210423,Swinstie,NA,:,0
2020/21,2021,20210417,20210423,Armadale,NA,:,0
2020/21,2021,20210417,20210423,Bathgate,NA,:,0
2020/21,2021,20210417,20210423,Blackburn,10.53,,100
2020/21,2021,20210417,20210423,Blackridge,NA,:,0
2020/21,2021,20210417,20210423,Dunbar,NA,:,0
2020/21,2021,20210417,20210423,East Calder,NA,:,0
2020/21,2021,20210417,20210423,Fauldhouse,NA,:,0
2020/21,2021,20210417,20210423,Haddington,NA,:,0
2020/21,2021,20210417,20210423,Linlithgow,NA,:,0
2020/21,2021,20210417,20210423,Newbridge,NA,:,0
2020/21,2021,20210417,20210423,Penicuik,NA,:,0
2020/21,2021,20210417,20210423,Whitburn,NA,:,0
2020/21,2021,20210417,20210423,Winchburgh,NA,:,0
2020/21,2021,20210417,20210423,Blairgowrie,NA,:,0
2020/21,2021,20210417,20210423,Forfar,NA,:,0
2020/21,2021,20210417,20210423,Montrose,NA,:,0
2020/21,2021,20210417,20210423,Perth,NA,:,0
2020/21,2021,20210424,20210430,Meadowhead,4.42,,100
2020/21,2021,20210424,20210430,Galashiels,0.14,,100
2020/21,2021,20210424,20210430,Hawick,NA,:,0
2020/21,2021,20210424,20210430,Peebles,2.43,,100
2020/21,2021,20210424,20210430,Annan,0.61,,100
2020/21,2021,20210424,20210430,Dalbeattie,0,,100
2020/21,2021,20210424,20210430,Dalscone,0,,100
2020/21,2021,20210424,20210430,Lockerbie,0,,100
2020/21,2021,20210424,20210430,Troqueer,0,,100
2020/21,2021,20210424,20210430,Dunfermline,5.29,,100
2020/21,2021,20210424,20210430,Levenmouth,2.05,,100
2020/21,2021,20210424,20210430,Falkirk,1.48,,100
2020/21,2021,20210424,20210430,Stirling,0.65,,100
2020/21,2021,20210424,20210430,Nigg,1.14,,100
2020/21,2021,20210424,20210430,Dalmuir,3.42,,100
2020/21,2021,20210424,20210430,Shieldhall,8.41,,100
2020/21,2021,20210424,20210430,Allanfearn,1.34,,100
2020/21,2021,20210424,20210430,Fort William,0.16,,100
2020/21,2021,20210424,20210430,Helensburgh,NA,:,0
2020/21,2021,20210424,20210430,Nairn,0,,100
2020/21,2021,20210424,20210430,Carbarns,4.81,,100
2020/21,2021,20210424,20210430,Hamilton,14.69,,100
2020/21,2021,20210424,20210430,Philipshill,7.95,,100
2020/21,2021,20210424,20210430,Seafield,1.16,,100
2020/21,2021,20210424,20210430,Kirkwall,0,,100
2020/21,2021,20210424,20210430,Lerwick,0,,100
2020/21,2021,20210424,20210430,Hatton,NA,:,0
2020/21,2021,20210424,20210430,Stornoway,0,,100
2020/21,2021,20210424,20210430,Cumnock,0.38,,100
2020/21,2021,20210424,20210430,Fairlie,0.17,,100
2020/21,2021,20210424,20210430,Girvan,2.06,,100
2020/21,2021,20210424,20210430,Largs,0.99,,100
2020/21,2021,20210424,20210430,Maybole,0,,100
2020/21,2021,20210424,20210430,Muirkirk,0.19,,100
2020/21,2021,20210424,20210430,New Cumnock,NA,:,0
2020/21,2021,20210424,20210430,Stevenston,1.3,,100
2020/21,2021,20210424,20210430,Coldstream,0.14,,100
2020/21,2021,20210424,20210430,Duns,0,,100
2020/21,2021,20210424,20210430,Eyemouth,0.17,,100
2020/21,2021,20210424,20210430,Jedburgh,NA,:,0
2020/21,2021,20210424,20210430,Kelso,0,,100
2020/21,2021,20210424,20210430,Newtown St Boswell,0,,100
2020/21,2021,20210424,20210430,Selkirk,0,,100
2020/21,2021,20210424,20210430,Langholm,0,,100
2020/21,2021,20210424,20210430,Loch Ryan,0.59,,100
2020/21,2021,20210424,20210430,Sanquhar,0,,100
2020/21,2021,20210424,20210430,Bowhouse,0.08,,100
2020/21,2021,20210424,20210430,Cupar,0,,100
2020/21,2021,20210424,20210430,Guardbridge,0,,100
2020/21,2021,20210424,20210430,Ironmill Bay,0.65,,100
2020/21,2021,20210424,20210430,Kincardine,0.18,,100
2020/21,2021,20210424,20210430,Kirkcaldy,4.24,,100
2020/21,2021,20210424,20210430,Newburgh,0.1,,100
2020/21,2021,20210424,20210430,Newport & Tayport,0,,100
2020/21,2021,20210424,20210430,Springfield,0.2,,100
2020/21,2021,20210424,20210430,St Andrews,2.09,,100
2020/21,2021,20210424,20210430,Alloa,4.57,,100
2020/21,2021,20210424,20210430,Alva,1.64,,100
2020/21,2021,20210424,20210430,Boness,0.36,,100
2020/21,2021,20210424,20210430,Bonnybridge,0.7,,100
2020/21,2021,20210424,20210430,Denny,6.4,,100
2020/21,2021,20210424,20210430,Dunblane,2.37,,100
2020/21,2021,20210424,20210430,Kinneil,NA,:,0
2020/21,2021,20210424,20210430,Tillicoultry,0.15,,100
2020/21,2021,20210424,20210430,Banchory,0.59,,100
2020/21,2021,20210424,20210430,Banff,0.22,,100
2020/21,2021,20210424,20210430,Buckie,NA,:,0
2020/21,2021,20210424,20210430,Ellon,0.56,,100
2020/21,2021,20210424,20210430,Forres,0,,100
2020/21,2021,20210424,20210430,Fraserburgh,1.46,,100
2020/21,2021,20210424,20210430,Huntly,NA,:,0
2020/21,2021,20210424,20210430,Inverurie,0.06,,100
2020/21,2021,20210424,20210430,Lossiemouth,2.92,,100
2020/21,2021,20210424,20210430,Persley,NA,:,0
2020/21,2021,20210424,20210430,Peterhead,0.52,,100
2020/21,2021,20210424,20210430,Turriff,0,,100
