Season,ISOyear,SevenDayEnding,Country,WastewaterRNA
2023/24,2023,20231225,S92000003,64.409014
2023/24,2023,20231226,S92000003,74.444619
2023/24,2023,20231227,S92000003,66.047592
2023/24,2023,20231228,S92000003,42.58169
2023/24,2023,20231229,S92000003,43.108271
2023/24,2024,20240101,S92000003,44.343061
2023/24,2024,20240102,S92000003,44.703622
2023/24,2024,20240103,S92000003,47.08254
2023/24,2024,20240104,S92000003,55.919623
2023/24,2024,20240105,S92000003,53.478948
2023/24,2024,20240108,S92000003,48.11829
2023/24,2024,20240109,S92000003,46.026972
2023/24,2024,20240110,S92000003,44.016161
2023/24,2024,20240111,S92000003,41.358728
2023/24,2024,20240112,S92000003,38.589214
2023/24,2024,20240115,S92000003,37.970495
2023/24,2024,20240116,S92000003,33.742363
2023/24,2024,20240117,S92000003,27.448091
2023/24,2024,20240118,S92000003,22.72224
2023/24,2024,20240119,S92000003,23.280132
2023/24,2024,20240122,S92000003,18.416389
2023/24,2024,20240123,S92000003,18.707431
2023/24,2024,20240124,S92000003,19.139865
2023/24,2024,20240125,S92000003,17.408528
2023/24,2024,20240126,S92000003,18.429421
2023/24,2024,20240129,S92000003,20.337768
2023/24,2024,20240130,S92000003,21.047596
2023/24,2024,20240131,S92000003,21.192479
2023/24,2024,20240201,S92000003,21.626624
2023/24,2024,20240202,S92000003,19.870406
2023/24,2024,20240205,S92000003,18.031668
2023/24,2024,20240206,S92000003,15.28412
2023/24,2024,20240207,S92000003,15.127643
2023/24,2024,20240208,S92000003,15.122025
2023/24,2024,20240209,S92000003,15.662761
2023/24,2024,20240212,S92000003,17.281193
2023/24,2024,20240213,S92000003,18.358701
2023/24,2024,20240214,S92000003,17.708196
2023/24,2024,20240215,S92000003,17.865192
2023/24,2024,20240216,S92000003,18.567762
2023/24,2024,20240219,S92000003,18.059446
2023/24,2024,20240220,S92000003,16.242158
2023/24,2024,20240221,S92000003,14.405845
2023/24,2024,20240222,S92000003,14.485576
2023/24,2024,20240223,S92000003,11.659017
2023/24,2024,20240225,S92000003,11.763888
2023/24,2024,20240226,S92000003,12.784481
2023/24,2024,20240227,S92000003,12.963558
2023/24,2024,20240228,S92000003,13.124025
2023/24,2024,20240229,S92000003,12.506778
2023/24,2024,20240301,S92000003,12.388925
2023/24,2024,20240304,S92000003,10.233934
2023/24,2024,20240305,S92000003,9.021639
2023/24,2024,20240306,S92000003,9.138255
2023/24,2024,20240307,S92000003,8.658767
2023/24,2024,20240308,S92000003,8.49976
2023/24,2024,20240311,S92000003,8.005132
2023/24,2024,20240312,S92000003,7.521134
2023/24,2024,20240313,S92000003,6.584217
2023/24,2024,20240314,S92000003,6.282601
2023/24,2024,20240315,S92000003,6.032938
2023/24,2024,20240318,S92000003,6.830381
2023/24,2024,20240319,S92000003,7.586504
2023/24,2024,20240320,S92000003,7.879688
2023/24,2024,20240321,S92000003,7.780024
2023/24,2024,20240322,S92000003,7.779805
2023/24,2024,20240325,S92000003,7.77101
2023/24,2024,20240326,S92000003,6.753717
2023/24,2024,20240327,S92000003,6.908733
2023/24,2024,20240328,S92000003,7.101946
2023/24,2024,20240329,S92000003,7.332784
2023/24,2024,20240401,S92000003,6.831622
2023/24,2024,20240402,S92000003,8.166946
2023/24,2024,20240403,S92000003,8.020429
2023/24,2024,20240404,S92000003,7.938614
2023/24,2024,20240405,S92000003,7.584378
2023/24,2024,20240408,S92000003,7.482111
2023/24,2024,20240409,S92000003,6.772892
2023/24,2024,20240410,S92000003,6.157567
2023/24,2024,20240411,S92000003,6.655909
2023/24,2024,20240412,S92000003,6.899997
2023/24,2024,20240415,S92000003,8.129692
2023/24,2024,20240416,S92000003,8.107843
2023/24,2024,20240417,S92000003,9.64597
2023/24,2024,20240418,S92000003,9.965167
2023/24,2024,20240419,S92000003,10.310307
2023/24,2024,20240422,S92000003,9.60409
2023/24,2024,20240423,S92000003,10.284818
2023/24,2024,20240424,S92000003,10.398477
2023/24,2024,20240425,S92000003,10.643982
2023/24,2024,20240426,S92000003,10.471053
2023/24,2024,20240428,S92000003,10.336105
2023/24,2024,20240429,S92000003,10.647985
2023/24,2024,20240430,S92000003,11.444358
2023/24,2024,20240501,S92000003,11.620353
2023/24,2024,20240502,S92000003,11.270249
2023/24,2024,20240503,S92000003,12.514271
2023/24,2024,20240506,S92000003,13.460169
2023/24,2024,20240507,S92000003,13.067924
2023/24,2024,20240508,S92000003,12.652515
2023/24,2024,20240509,S92000003,13.351804
2023/24,2024,20240510,S92000003,13.654864
2023/24,2024,20240513,S92000003,13.7874
2023/24,2024,20240514,S92000003,16.04143
2023/24,2024,20240515,S92000003,19.253842
2023/24,2024,20240516,S92000003,19.241062
2023/24,2024,20240517,S92000003,19.291292
2023/24,2024,20240520,S92000003,19.66516
2023/24,2024,20240521,S92000003,18.637549
2023/24,2024,20240522,S92000003,20.070127
2023/24,2024,20240523,S92000003,21.329475
2023/24,2024,20240524,S92000003,21.110509
2023/24,2024,20240527,S92000003,24.717122
2023/24,2024,20240528,S92000003,25.730323
2023/24,2024,20240529,S92000003,29.905342
2023/24,2024,20240530,S92000003,32.616204
2023/24,2024,20240531,S92000003,35.29498
2023/24,2024,20240603,S92000003,34.985325
2023/24,2024,20240604,S92000003,34.763614
2023/24,2024,20240605,S92000003,30.74717
2023/24,2024,20240606,S92000003,26.892494
2023/24,2024,20240607,S92000003,27.095521
2023/24,2024,20240610,S92000003,29.690153
2023/24,2024,20240611,S92000003,30.163842
2023/24,2024,20240612,S92000003,31.415291
2023/24,2024,20240613,S92000003,37.552753
2023/24,2024,20240614,S92000003,40.688334
2023/24,2024,20240617,S92000003,51.196915
2023/24,2024,20240618,S92000003,66.36754
2023/24,2024,20240619,S92000003,78.817817
2023/24,2024,20240620,S92000003,80.717143
2023/24,2024,20240621,S92000003,81.829002
2023/24,2024,20240624,S92000003,84.259225
2023/24,2024,20240625,S92000003,78.959082
2023/24,2024,20240626,S92000003,84.706582
2023/24,2024,20240627,S92000003,99.527999
2023/24,2024,20240628,S92000003,99.463363
2023/24,2024,20240630,S92000003,99.33242
2023/24,2024,20240701,S92000003,104.583024
2023/24,2024,20240702,S92000003,107.475769
2023/24,2024,20240703,S92000003,113.525827
2023/24,2024,20240704,S92000003,65.277547
2023/24,2024,20240705,S92000003,60.061519
2023/24,2024,20240706,S92000003,59.583861
2023/24,2024,20240708,S92000003,53.924603
2023/24,2024,20240709,S92000003,59.241934
2023/24,2024,20240710,S92000003,59.927691
2023/24,2024,20240711,S92000003,60.079347
2023/24,2024,20240712,S92000003,74.726265
2023/24,2024,20240713,S92000003,74.838176
2023/24,2024,20240715,S92000003,99.409529
2023/24,2024,20240716,S92000003,120.034425
2023/24,2024,20240717,S92000003,150.069389
2023/24,2024,20240718,S92000003,207.50469
2023/24,2024,20240719,S92000003,232.218233
2023/24,2024,20240722,S92000003,205.321222
2023/24,2024,20240723,S92000003,186.523522
2023/24,2024,20240724,S92000003,182.156458
2023/24,2024,20240725,S92000003,147.362648
2023/24,2024,20240726,S92000003,125.346156
2023/24,2024,20240729,S92000003,117.188574
2023/24,2024,20240730,S92000003,129.45508
2023/24,2024,20240805,S92000003,257.755301
2023/24,2024,20240806,S92000003,302.296667
2023/24,2024,20240807,S92000003,262.00717
2023/24,2024,20240808,S92000003,243.987766
2023/24,2024,20240809,S92000003,230.107028
2023/24,2024,20240812,S92000003,204.958137
2023/24,2024,20240813,S92000003,226.052031
2023/24,2024,20240814,S92000003,220.740239
2023/24,2024,20240815,S92000003,190.206747
2023/24,2024,20240816,S92000003,169.273156
2023/24,2024,20240819,S92000003,103.652067
2023/24,2024,20240820,S92000003,48.792986
2023/24,2024,20240821,S92000003,37.237116
2023/24,2024,20240822,S92000003,33.601904
2023/24,2024,20240823,S92000003,33.840347
2023/24,2024,20240826,S92000003,35.162389
2023/24,2024,20240827,S92000003,37.988116
2023/24,2024,20240828,S92000003,35.770959
2023/24,2024,20240829,S92000003,37.548475
2023/24,2024,20240830,S92000003,35.565543
2023/24,2024,20240902,S92000003,40.987467
2023/24,2024,20240903,S92000003,47.311075
2023/24,2024,20240904,S92000003,59.926256
2023/24,2024,20240905,S92000003,70.78738
2023/24,2024,20240906,S92000003,76.166805
2023/24,2024,20240909,S92000003,74.165201
2023/24,2024,20240910,S92000003,65.502938
2023/24,2024,20240911,S92000003,57.164592
2023/24,2024,20240912,S92000003,51.271708
2023/24,2024,20240913,S92000003,54.053996
2023/24,2024,20240916,S92000003,46.798185
2023/24,2024,20240917,S92000003,38.468781
2023/24,2024,20240918,S92000003,41.713765
2023/24,2024,20240919,S92000003,42.993128
2023/24,2024,20240920,S92000003,36.279478
2023/24,2024,20240923,S92000003,33.689471
2023/24,2024,20240924,S92000003,32.672149
2023/24,2024,20240925,S92000003,29.886917
2023/24,2024,20240926,S92000003,40.078111
2023/24,2024,20240927,S92000003,51.001981
2023/24,2024,20240928,S92000003,51.140731
2024/25,2024,20240930,S92000003,59.759378
2024/25,2024,20241001,S92000003,59.652697
2024/25,2024,20241002,S92000003,61.346792
2024/25,2024,20241003,S92000003,52.542058
2024/25,2024,20241004,S92000003,40.96569
2024/25,2024,20241007,S92000003,36.052958
2024/25,2024,20241008,S92000003,34.16805
2024/25,2024,20241009,S92000003,31.565143
2024/25,2024,20241010,S92000003,32.846947
2024/25,2024,20241011,S92000003,31.892713
2024/25,2024,20241012,S92000003,32.018155
2024/25,2024,20241014,S92000003,28.075288
2024/25,2024,20241015,S92000003,22.95884
2024/25,2024,20241016,S92000003,15.440754
2024/25,2024,20241017,S92000003,8.977928
2024/25,2024,20241018,S92000003,10.819865
2024/25,2024,20241021,S92000003,15.341912
2024/25,2024,20241022,S92000003,19.980504
2024/25,2024,20241023,S92000003,26.20005
2024/25,2024,20241024,S92000003,29.839611
2024/25,2024,20241025,S92000003,28.286369
2024/25,2024,20241028,S92000003,26.484997
2024/25,2024,20241029,S92000003,24.037157
2024/25,2024,20241030,S92000003,24.351971
2024/25,2024,20241031,S92000003,24.365739
2024/25,2024,20241101,S92000003,23.139983
2024/25,2024,20241104,S92000003,24.533176
2024/25,2024,20241105,S92000003,26.345654
2024/25,2024,20241106,S92000003,22.050207
2024/25,2024,20241107,S92000003,19.856958
2024/25,2024,20241108,S92000003,19.449331
2024/25,2024,20241111,S92000003,17.663333
2024/25,2024,20241112,S92000003,18.331323
2024/25,2024,20241113,S92000003,19.095725
2024/25,2024,20241114,S92000003,18.557163
2024/25,2024,20241115,S92000003,17.774963
2024/25,2024,20241118,S92000003,16.495575
2024/25,2024,20241119,S92000003,13.330083
2024/25,2024,20241120,S92000003,13.324161
2024/25,2024,20241121,S92000003,16.106957
2024/25,2024,20241122,S92000003,16.32627
2024/25,2024,20241125,S92000003,16.253066
2024/25,2024,20241126,S92000003,15.346088
2024/25,2024,20241127,S92000003,15.316974
2024/25,2024,20241128,S92000003,14.8828
2024/25,2024,20241129,S92000003,13.789264
2024/25,2024,20241202,S92000003,14.587483
2024/25,2024,20241203,S92000003,15.758883
2024/25,2024,20241204,S92000003,15.305395
2024/25,2024,20241205,S92000003,14.16477
2024/25,2024,20241206,S92000003,14.117681
2024/25,2024,20241209,S92000003,11.991457
2024/25,2024,20241210,S92000003,11.017132
2024/25,2024,20241211,S92000003,9.844198
2024/25,2024,20241212,S92000003,11.463241
2024/25,2024,20241213,S92000003,10.480262
2024/25,2024,20241216,S92000003,12.935301
2024/25,2024,20241217,S92000003,16.247304
2024/25,2024,20241218,S92000003,15.684308
2024/25,2024,20241219,S92000003,14.364884
2024/25,2024,20241220,S92000003,16.006806
2024/25,2024,20241223,S92000003,14.769803
2024/25,2024,20241224,S92000003,12.1158
2024/25,2024,20241226,S92000003,12.3042
2024/25,2024,20241227,S92000003,17.13854
2024/25,2024,20241228,S92000003,17.059894
2023/24,2024,20241230,S92000003,18.459952
2023/24,2024,20241231,S92000003,17.240383
2024/25,2025,20250102,S92000003,17.202602
2024/25,2025,20250103,S92000003,10.519142
2024/25,2025,20250106,S92000003,6.453892
2024/25,2025,20250107,S92000003,6.217979
2024/25,2025,20250108,S92000003,5.987563
2024/25,2025,20250109,S92000003,6.961794
2024/25,2025,20250110,S92000003,5.705782
2024/25,2025,20250113,S92000003,5.2582700000000004
2024/25,2025,20250114,S92000003,5.133557
2024/25,2025,20250115,S92000003,4.76563
2024/25,2025,20250116,S92000003,3.618249
2024/25,2025,20250117,S92000003,3.780708
2024/25,2025,20250120,S92000003,3.921491
2024/25,2025,20250121,S92000003,3.876664
2024/25,2025,20250122,S92000003,3.820167
2024/25,2025,20250123,S92000003,4.176056
2024/25,2025,20250124,S92000003,4.110459
2024/25,2025,20250127,S92000003,3.53775
2024/25,2025,20250128,S92000003,3.370721
2024/25,2025,20250129,S92000003,2.91511
2024/25,2025,20250130,S92000003,3.009205
2024/25,2025,20250131,S92000003,3.041411
2024/25,2025,20250203,S92000003,2.995994
2024/25,2025,20250204,S92000003,3.176361
2024/25,2025,20250205,S92000003,3.166087
2024/25,2025,20250206,S92000003,3.098193
2024/25,2025,20250207,S92000003,3.367413
2024/25,2025,20250210,S92000003,3.906662
2024/25,2025,20250211,S92000003,4.07911
2024/25,2025,20250212,S92000003,5.35321
2024/25,2025,20250213,S92000003,5.559594
2024/25,2025,20250214,S92000003,5.134696
2024/25,2025,20250217,S92000003,5.346855
2024/25,2025,20250218,S92000003,5.528424
2024/25,2025,20250219,S92000003,5.370827
2024/25,2025,20250220,S92000003,5.774427
2024/25,2025,20250221,S92000003,5.913143
2024/25,2025,20250224,S92000003,5.9227359999999996
2024/25,2025,20250225,S92000003,5.191833
2024/25,2025,20250226,S92000003,4.356971
2024/25,2025,20250227,S92000003,3.507356
2024/25,2025,20250228,S92000003,3.590516
2024/25,2025,20250301,S92000003,3.567334
2024/25,2025,20250303,S92000003,3.709271
2024/25,2025,20250304,S92000003,3.988985
2024/25,2025,20250305,S92000003,4.55731
2024/25,2025,20250306,S92000003,5.48745
2024/25,2025,20250307,S92000003,5.370802
2024/25,2025,20250310,S92000003,4.93637
2024/25,2025,20250311,S92000003,5.298795
2024/25,2025,20250312,S92000003,5.178853
2024/25,2025,20250313,S92000003,4.772385
2024/25,2025,20250314,S92000003,4.717062
2024/25,2025,20250317,S92000003,5.419648
2024/25,2025,20250318,S92000003,6.027923
2024/25,2025,20250319,S92000003,5.953299
2024/25,2025,20250320,S92000003,6.842173
2024/25,2025,20250321,S92000003,6.970576
2024/25,2025,20250324,S92000003,8.104963
2024/25,2025,20250325,S92000003,9.867136
2024/25,2025,20250326,S92000003,10.902697999999999
2024/25,2025,20250327,S92000003,12.409895
2024/25,2025,20250328,S92000003,12.870363
2024/25,2025,20250329,S92000003,12.807125
2024/25,2025,20250331,S92000003,11.626357
2024/25,2025,20250401,S92000003,11.372951
2024/25,2025,20250402,S92000003,11.116243
2024/25,2025,20250403,S92000003,10.351794
2024/25,2025,20250404,S92000003,10.672821
2024/25,2025,20250407,S92000003,12.709555
2024/25,2025,20250408,S92000003,12.833794
2024/25,2025,20250409,S92000003,13.138394
2024/25,2025,20250410,S92000003,12.887691
2024/25,2025,20250411,S92000003,13.527837
2024/25,2025,20250414,S92000003,13.357351
2024/25,2025,20250415,S92000003,13.083158
2024/25,2025,20250416,S92000003,12.635665
2024/25,2025,20250417,S92000003,12.835173
2024/25,2025,20250418,S92000003,12.82497
2024/25,2025,20250421,S92000003,11.267513
2024/25,2025,20250422,S92000003,11.73134
2024/25,2025,20250423,S92000003,11.860362
2024/25,2025,20250424,S92000003,13.199934
2024/25,2025,20250425,S92000003,12.352697
2024/25,2025,20250426,S92000003,12.336577
2024/25,2025,20250428,S92000003,14.162911
2024/25,2025,20250429,S92000003,14.487442
2024/25,2025,20250430,S92000003,16.472396
2024/25,2025,20250501,S92000003,16.840128
2024/25,2025,20250502,S92000003,18.632621
2024/25,2025,20250505,S92000003,17.433645
2024/25,2025,20250506,S92000003,18.479716
2024/25,2025,20250507,S92000003,16.813973
2024/25,2025,20250508,S92000003,16.701177
2024/25,2025,20250509,S92000003,16.50243
2024/25,2025,20250512,S92000003,16.095518
2024/25,2025,20250513,S92000003,15.806887
2024/25,2025,20250514,S92000003,17.611429
2024/25,2025,20250515,S92000003,19.269795
2024/25,2025,20250516,S92000003,19.929386
2024/25,2025,20250519,S92000003,22.225432
2024/25,2025,20250520,S92000003,22.38548
2024/25,2025,20250521,S92000003,19.85544
2024/25,2025,20250522,S92000003,18.372629
2024/25,2025,20250523,S92000003,18.858828
2024/25,2025,20250526,S92000003,19.139453
2024/25,2025,20250527,S92000003,19.148742
2024/25,2025,20250528,S92000003,21.758932
2024/25,2025,20250529,S92000003,24.662705
2024/25,2025,20250530,S92000003,24.808339
2024/25,2025,20250602,S92000003,26.621086
2024/25,2025,20250603,S92000003,26.80852
2024/25,2025,20250604,S92000003,29.611819
2024/25,2025,20250605,S92000003,27.148669
2024/25,2025,20250606,S92000003,27.312595
2024/25,2025,20250609,S92000003,24.816325
2024/25,2025,20250610,S92000003,26.414157
2024/25,2025,20250611,S92000003,23.82139
2024/25,2025,20250612,S92000003,34.462089
2024/25,2025,20250613,S92000003,38.124025
2024/25,2025,20250616,S92000003,41.440697
2024/25,2025,20250617,S92000003,40.481452
2024/25,2025,20250618,S92000003,44.273273
2024/25,2025,20250619,S92000003,30.984383
2024/25,2025,20250620,S92000003,31.548728
2024/25,2025,20250622,S92000003,31.547158
2024/25,2025,20250623,S92000003,30.052587
2024/25,2025,20250624,S92000003,27.742455
2024/25,2025,20250625,S92000003,24.809599
2024/25,2025,20250626,S92000003,26.577229
2024/25,2025,20250627,S92000003,25.040454
2024/25,2025,20250628,S92000003,24.892976
2024/25,2025,20250630,S92000003,24.81424
2024/25,2025,20250701,S92000003,26.409364
2024/25,2025,20250702,S92000003,25.541034
2024/25,2025,20250703,S92000003,24.474442
2024/25,2025,20250707,S92000003,22.691657
2024/25,2025,20250708,S92000003,24.040933
2024/25,2025,20250709,S92000003,24.19672
2024/25,2025,20250710,S92000003,24.229564
2024/25,2025,20250714,S92000003,32.121976
2024/25,2025,20250715,S92000003,34.265708
2024/25,2025,20250716,S92000003,34.312185
2024/25,2025,20250717,S92000003,34.22169
2024/25,2025,20250721,S92000003,42.185901
2024/25,2025,20250722,S92000003,40.802877
2024/25,2025,20250723,S92000003,40.045661
2024/25,2025,20250724,S92000003,39.905694
2024/25,2025,20250728,S92000003,32.053238
2024/25,2025,20250729,S92000003,28.302313
2024/25,2025,20250730,S92000003,27.346593
2024/25,2025,20250731,S92000003,27.254076
2024/25,2025,20250804,S92000003,27.421576
2024/25,2025,20250805,S92000003,30.948142
2024/25,2025,20250806,S92000003,33.216452
2024/25,2025,20250807,S92000003,33.934561
2024/25,2025,20250811,S92000003,41.599071
2024/25,2025,20250812,S92000003,40.49807
2024/25,2025,20250813,S92000003,38.543238
2024/25,2025,20250814,S92000003,38.17497
2024/25,2025,20250818,S92000003,42.818523
2024/25,2025,20250819,S92000003,40.716358
2024/25,2025,20250820,S92000003,41.006018
2024/25,2025,20250821,S92000003,40.943188
2024/25,2025,20250822,S92000003,40.963985
2024/25,2025,20250825,S92000003,33.500649
2024/25,2025,20250826,S92000003,34.909478
2024/25,2025,20250827,S92000003,35.15441
2024/25,2025,20250828,S92000003,35.372223
2024/25,2025,20250901,S92000003,51.580896
2024/25,2025,20250902,S92000003,57.971011
2024/25,2025,20250903,S92000003,59.484459
2024/25,2025,20250908,S92000003,41.551208
2024/25,2025,20250909,S92000003,34.540855
2024/25,2025,20250910,S92000003,35.089016
2024/25,2025,20250911,S92000003,35.232269
2024/25,2025,20250915,S92000003,50.185404
2024/25,2025,20250916,S92000003,55.730586
2024/25,2025,20250917,S92000003,54.832894
2024/25,2025,20250918,S92000003,54.934521
2024/25,2025,20250922,S92000003,39.392562
2024/25,2025,20250923,S92000003,35.1715
2024/25,2025,20250924,S92000003,33.664853
2025/26,2025,20250929,S92000003,37.117278
2025/26,2025,20250930,S92000003,37.328674
2025/26,2025,20251001,S92000003,37.899668
2025/26,2025,20251002,S92000003,37.92338
2025/26,2025,20251006,S92000003,28.494704
2025/26,2025,20251007,S92000003,27.28914
2025/26,2025,20251008,S92000003,27.455213
2025/26,2025,20251013,S92000003,19.167943
2025/26,2025,20251014,S92000003,17.991133
2025/26,2025,20251015,S92000003,18.304721
2025/26,2025,20251020,S92000003,15.187491
2025/26,2025,20251021,S92000003,15.674959
2025/26,2025,20251022,S92000003,16.078864
2025/26,2025,20251027,S92000003,20.561689
2025/26,2025,20251028,S92000003,18.024894
2025/26,2025,20251029,S92000003,17.623693
2025/26,2025,20251103,S92000003,14.437986
2025/26,2025,20251104,S92000003,15.637576
2025/26,2025,20251105,S92000003,15.560181
2025/26,2025,20251110,S92000003,11.560092
2025/26,2025,20251111,S92000003,8.77166
2025/26,2025,20251112,S92000003,8.460901
2025/26,2025,20251113,S92000003,8.471699
2025/26,2025,20251117,S92000003,8.38705
2025/26,2025,20251118,S92000003,9.35338
2025/26,2025,20251119,S92000003,9.580664
2025/26,2025,20251120,S92000003,9.613622
2025/26,2025,20251124,S92000003,9.025935
2025/26,2025,20251125,S92000003,8.486716
2025/26,2025,20251126,S92000003,8.718837
2025/26,2025,20251201,S92000003,7.802275
2025/26,2025,20251202,S92000003,7.904098
2025/26,2025,20251203,S92000003,7.525779
2025/26,2025,20251208,S92000003,6.805811
2025/26,2025,20251209,S92000003,6.787382
2025/26,2025,20251210,S92000003,6.700089
2025/26,2025,20251215,S92000003,4.969769
2025/26,2025,20251216,S92000003,5.534573
2025/26,2025,20251217,S92000003,5.740731
2025/26,2025,20251222,S92000003,9.326925
2025/26,2025,20251223,S92000003,8.835587
2024/25,2025,20251229,S92000003,9.252823
2024/25,2025,20251230,S92000003,9.76111
2025/26,2026,20260105,S92000003,8.021338
2025/26,2026,20260106,S92000003,7.984291
2025/26,2026,20260107,S92000003,7.647722
2025/26,2026,20260112,S92000003,7.517316
2025/26,2026,20260113,S92000003,7.412661
2025/26,2026,20260114,S92000003,7.81542
2025/26,2026,20260115,S92000003,7.785143
2025/26,2026,20260119,S92000003,6.906126
2025/26,2026,20260120,S92000003,7.462375
2025/26,2026,20260121,S92000003,7.587831
2025/26,2026,20260122,S92000003,7.589507
2025/26,2026,20260126,S92000003,9.080978
2025/26,2026,20260127,S92000003,9.029678
2025/26,2026,20260128,S92000003,9.234581
2025/26,2026,20260202,S92000003,9.409858
2025/26,2026,20260203,S92000003,9.897086
2025/26,2026,20260204,S92000003,10.271984
2025/26,2026,20260209,S92000003,9.824855
2025/26,2026,20260210,S92000003,11.019905
2025/26,2026,20260211,S92000003,11.614597
2025/26,2026,20260215,S92000003,11.662642
2025/26,2026,20260216,S92000003,11.402635
2025/26,2026,20260217,S92000003,9.837622
2025/26,2026,20260218,S92000003,9.399545
2025/26,2026,20260223,S92000003,9.484572
2025/26,2026,20260224,S92000003,8.884355
2025/26,2026,20260225,S92000003,8.876594
2025/26,2026,20260302,S92000003,8.980612
2025/26,2026,20260303,S92000003,8.304429
2025/26,2026,20260304,S92000003,8.178851
2025/26,2026,20260309,S92000003,4.586079
2025/26,2026,20260310,S92000003,4.387109
2025/26,2026,20260311,S92000003,4.461235
2025/26,2026,20260316,S92000003,3.15422
2025/26,2026,20260317,S92000003,2.692946
2025/26,2026,20260318,S92000003,2.576406
2025/26,2026,20260323,S92000003,1.863761
2025/26,2026,20260324,S92000003,1.862145
2025/26,2026,20260325,S92000003,1.796049
2025/26,2026,20260330,S92000003,1.326663
2025/26,2026,20260331,S92000003,1.319771
2025/26,2026,20260401,S92000003,1.758121
2025/26,2026,20260406,S92000003,2.890101
2025/26,2026,20260407,S92000003,2.916121
2025/26,2026,20260408,S92000003,2.614822
2025/26,2026,20260409,S92000003,2.609095
2025/26,2026,20260413,S92000003,2.017732
2025/26,2026,20260414,S92000003,1.25792
2025/26,2026,20260415,S92000003,1.233795
2025/26,2026,20260420,S92000003,1.161278
2025/26,2026,20260421,S92000003,1.15824
2025/26,2026,20260422,S92000003,1.149766
2025/26,2026,20260427,S92000003,0.426578
2025/26,2026,20260428,S92000003,0.454317
2025/26,2026,20260429,S92000003,0.438764
2025/26,2026,20260504,S92000003,2.060865
2025/26,2026,20260505,S92000003,2.132883
2025/26,2026,20260506,S92000003,1.989468
2025/26,2026,20260511,S92000003,1.225642
2025/26,2026,20260512,S92000003,0.900406
2025/26,2026,20260518,S92000003,1.721297
2025/26,2026,20260519,S92000003,1.599806
2025/26,2026,20260520,S92000003,1.507478
2025/26,2026,20260525,S92000003,0.886518
2025/26,2026,20260526,S92000003,0.758701
2025/26,2026,20260527,S92000003,0.780158
2025/26,2026,20260529,S92000003,0.799599
2025/26,2026,20260601,S92000003,1.004946
2025/26,2026,20260602,S92000003,0.96963
2025/26,2026,20260603,S92000003,0.836452
2025/26,2026,20260608,S92000003,0.78886
2025/26,2026,20260609,S92000003,0.803075
2025/26,2026,20260610,S92000003,0.913393
2025/26,2026,20260611,S92000003,0.885927
2025/26,2026,20260615,S92000003,1.077019
2025/26,2026,20260616,S92000003,1.143223
2025/26,2026,20260617,S92000003,1.0445
